,id,x_min_S,y_min_S,w_min_S,h_min_S,bearing_min_S,confidence_min_S,name_min_S,frameId_min_S,timestamp_min_S,first_Area_S,x_max_S,y_max_S,w_max_S,h_max_S,bearing_max_S,confidence_max_S,name_max_S,frameId_max_S,timestamp_max_S,last_Area_S,stayTime_S,Path_S,x_min_E,y_min_E,w_min_E,h_min_E,bearing_min_E,confidence_min_E,name_min_E,frameId_min_E,timestamp_min_E,first_Area_E,x_max_E,y_max_E,w_max_E,h_max_E,bearing_max_E,confidence_max_E,name_max_E,frameId_max_E,timestamp_max_E,last_Area_E,stayTime_E,Path_E,stayTime,Path,o'clock
104,815513,280,15,20,32,,28,person,8838466,2022-06-27 09:08:47.858,A1,365,14,24,30,89.0,58,person,8838475,2022-06-27 09:08:49.236,other,1.3780000000000001,A1_to_other,280,15,20,32,,28,person,8838466,2022-06-27 09:08:47.858,A1,365,14,24,30,89.0,58,person,8838475,2022-06-27 09:08:49.236,other,1.3780000000000001,A1_to_other,1.3780000000000001,A1_to_other,09
123,815533,609,322,59,44,,47,person,8838945,2022-06-27 09:09:57.571,A2,311,303,66,49,265.0,26,person,8838967,2022-06-27 09:10:00.760,other,3.189,A2_to_other,609,322,59,44,,47,person,8838945,2022-06-27 09:09:57.571,A2,311,303,66,49,265.0,26,person,8838967,2022-06-27 09:10:00.760,other,3.189,A2_to_other,3.189,A2_to_other,09
170,815589,87,318,66,65,,29,person,8840783,2022-06-27 09:14:26.908,A3,85,123,35,35,248.0,37,person,8840876,2022-06-27 09:14:40.430,A1,13.522,A3_to_A1,85,121,32,39,,26,person,8840877,2022-06-27 09:14:40.604,A1,85,121,32,39,,26,person,8840880,2022-06-27 09:14:41.115,A1,0.511,A1_to_A1,14.207,A3_to_A1,09
172,815591,108,289,58,60,,41,person,8840792,2022-06-27 09:14:28.252,A3,183,229,84,82,51.0,31,person,8840801,2022-06-27 09:14:29.587,other,1.3350000000000002,A3_to_other,108,289,58,60,,41,person,8840792,2022-06-27 09:14:28.252,A3,183,229,84,82,51.0,31,person,8840801,2022-06-27 09:14:29.587,other,1.3350000000000002,A3_to_other,1.3350000000000002,A3_to_other,09
181,815605,461,269,79,85,,71,person,8841039,2022-06-27 09:15:04.254,A2,583,35,21,37,42.0,31,person,8841101,2022-06-27 09:15:13.263,A4,9.009,A2_to_A4,461,269,79,85,,71,person,8841039,2022-06-27 09:15:04.254,A2,583,35,21,37,42.0,31,person,8841101,2022-06-27 09:15:13.263,A4,9.009,A2_to_A4,9.009,A2_to_A4,09
186,815611,499,265,34,36,,35,person,8841324,2022-06-27 09:15:45.636,A2,201,154,30,40,286.0,30,person,8841354,2022-06-27 09:15:49.973,A1,4.337000000000001,A2_to_A1,179,141,24,36,,31,person,8841356,2022-06-27 09:15:50.320,A1,108,123,22,26,290.0,34,person,8841382,2022-06-27 09:15:54.031,A1,3.7110000000000003,A1_to_A1,8.395000000000001,A2_to_A1,09
189,815615,216,150,72,55,,33,person,8841479,2022-06-27 09:16:08.458,A1,373,200,52,57,107.0,61,person,8841490,2022-06-27 09:16:10.160,A2,1.7020000000000002,A1_to_A2,216,150,72,55,,33,person,8841479,2022-06-27 09:16:08.458,A1,373,200,52,57,107.0,61,person,8841490,2022-06-27 09:16:10.160,A2,1.7020000000000002,A1_to_A2,1.7020000000000002,A1_to_A2,09
194,815620,311,395,60,32,,35,person,8841541,2022-06-27 09:16:17.775,A3,465,299,41,58,57.0,40,person,8841554,2022-06-27 09:16:19.835,A2,2.06,A3_to_A2,311,395,60,32,,35,person,8841541,2022-06-27 09:16:17.775,A3,465,299,41,58,57.0,40,person,8841554,2022-06-27 09:16:19.835,A2,2.06,A3_to_A2,2.06,A3_to_A2,09
199,815625,562,307,75,65,,52,person,8841560,2022-06-27 09:16:20.658,A2,393,337,36,52,239.0,33,person,8841588,2022-06-27 09:16:24.850,other,4.192,A2_to_other,562,307,75,65,,52,person,8841560,2022-06-27 09:16:20.658,A2,393,337,36,52,239.0,33,person,8841588,2022-06-27 09:16:24.850,other,4.192,A2_to_other,4.192,A2_to_other,09
203,815629,608,321,62,67,,43,person,8841850,2022-06-27 09:17:04.000,A2,241,435,65,43,226.0,61,person,8841897,2022-06-27 09:17:11.070,A3,7.07,A2_to_A3,215,459,96,42,,38,person,8841902,2022-06-27 09:17:11.936,A3,206,471,71,32,218.0,29,person,8841908,2022-06-27 09:17:12.759,A3,0.8230000000000001,A3_to_A3,8.759,A2_to_A3,09
206,815633,623,316,33,55,,48,person,8841931,2022-06-27 09:17:16.179,A2,109,120,24,29,285.0,27,person,8842007,2022-06-27 09:17:27.565,A1,11.386000000000001,A2_to_A1,623,316,33,55,,48,person,8841931,2022-06-27 09:17:16.179,A2,109,120,24,29,285.0,27,person,8842007,2022-06-27 09:17:27.565,A1,11.386000000000001,A2_to_A1,11.386000000000001,A2_to_A1,09
214,815644,118,121,29,34,,26,person,8842346,2022-06-27 09:18:18.507,A1,639,346,66,55,122.0,64,person,8842411,2022-06-27 09:18:28.238,A2,9.731,A1_to_A2,118,121,29,34,,26,person,8842346,2022-06-27 09:18:18.507,A1,639,346,66,55,122.0,64,person,8842411,2022-06-27 09:18:28.238,A2,9.731,A1_to_A2,9.731,A1_to_A2,09
223,815654,143,29,10,21,,26,person,8842465,2022-06-27 09:18:36.338,A1,143,29,10,20,93.0,27,person,8842475,2022-06-27 09:18:37.865,A1,1.5270000000000001,A1_to_A1,134,51,40,41,,57,car,8842528,2022-06-27 09:18:45.635,A1,625,32,37,61,24.0,39,car,8842585,2022-06-27 09:18:53.832,A4,8.197000000000001,A1_to_A4,17.494,A1_to_A4,09
225,815656,422,7,15,15,,37,person,8842479,2022-06-27 09:18:38.340,A2,100,237,51,50,216.0,36,person,8842538,2022-06-27 09:18:46.969,A3,8.629000000000001,A2_to_A3,82,256,48,43,,37,person,8842540,2022-06-27 09:18:47.317,A3,82,256,48,43,,37,person,8842543,2022-06-27 09:18:47.834,A3,0.517,A3_to_A3,9.494,A2_to_A3,09
233,815670,140,29,10,18,,26,person,8842701,2022-06-27 09:19:10.741,A1,141,28,10,18,48.0,32,person,8842707,2022-06-27 09:19:11.558,A1,0.8170000000000001,A1_to_A1,151,41,36,31,,29,car,8842745,2022-06-27 09:19:17.108,A1,680,147,82,140,109.0,81,car,8842775,2022-06-27 09:19:21.538,A2,4.430000000000001,A1_to_A2,10.797,A1_to_A2,09
238,815679,64,253,26,38,,25,person,8842746,2022-06-27 09:19:17.283,other,64,253,26,38,,25,person,8842749,2022-06-27 09:19:17.800,other,0.517,other_to_other,77,243,29,39,,40,person,8842750,2022-06-27 09:19:17.972,A3,77,243,29,39,,40,person,8842755,2022-06-27 09:19:18.616,A3,0.644,A3_to_A3,1.3330000000000002,other_to_A3,09
240,815682,117,234,32,39,,47,person,8842754,2022-06-27 09:19:18.445,A3,472,3,9,13,72.0,54,person,8842850,2022-06-27 09:19:32.439,A2,13.994000000000002,A3_to_A2,117,234,32,39,,47,person,8842754,2022-06-27 09:19:18.445,A3,472,3,9,13,72.0,54,person,8842850,2022-06-27 09:19:32.439,A2,13.994000000000002,A3_to_A2,13.994000000000002,A3_to_A2,09
242,815684,141,29,9,20,,29,person,8842763,2022-06-27 09:19:19.864,A1,141,30,10,20,65.0,26,person,8842781,2022-06-27 09:19:22.354,A1,2.49,A1_to_A1,145,41,39,35,,77,car,8842842,2022-06-27 09:19:31.275,A1,721,149,51,109,105.0,43,car,8842866,2022-06-27 09:19:34.793,other,3.5180000000000002,A1_to_other,14.929,A1_to_other,09
250,815699,96,116,28,30,,33,person,8842852,2022-06-27 09:19:32.789,A1,638,357,46,89,133.0,53,person,8842950,2022-06-27 09:19:47.056,A2,14.267000000000001,A1_to_A2,96,116,28,30,,33,person,8842852,2022-06-27 09:19:32.789,A1,638,357,46,89,133.0,53,person,8842950,2022-06-27 09:19:47.056,A2,14.267000000000001,A1_to_A2,14.267000000000001,A1_to_A2,09
251,815705,192,195,48,57,,61,person,8842902,2022-06-27 09:19:39.994,A1,454,314,59,63,117.0,65,person,8842933,2022-06-27 09:19:44.550,A2,4.556,A1_to_A2,192,195,48,57,,61,person,8842902,2022-06-27 09:19:39.994,A1,454,314,59,63,117.0,65,person,8842933,2022-06-27 09:19:44.550,A2,4.556,A1_to_A2,4.556,A1_to_A2,09
257,815714,401,10,14,22,,30,person,8843086,2022-06-27 09:20:06.847,A2,187,164,27,33,216.0,49,person,8843131,2022-06-27 09:20:13.400,A1,6.553000000000001,A2_to_A1,401,10,14,22,,30,person,8843086,2022-06-27 09:20:06.847,A2,187,164,27,33,216.0,49,person,8843131,2022-06-27 09:20:13.400,A1,6.553000000000001,A2_to_A1,6.553000000000001,A2_to_A1,09
258,815716,438,15,27,33,,30,person,8843107,2022-06-27 09:20:09.840,A2,131,223,25,31,211.0,29,person,8843170,2022-06-27 09:20:19.171,A3,9.331000000000001,A2_to_A3,438,15,27,33,,30,person,8843107,2022-06-27 09:20:09.840,A2,131,223,25,31,211.0,29,person,8843170,2022-06-27 09:20:19.171,A3,9.331000000000001,A2_to_A3,9.331000000000001,A2_to_A3,09
260,815719,153,152,30,32,,53,person,8843131,2022-06-27 09:20:13.400,A1,131,195,38,50,207.0,41,person,8843138,2022-06-27 09:20:14.411,other,1.0110000000000001,A1_to_other,153,152,30,32,,53,person,8843131,2022-06-27 09:20:13.400,A1,131,195,38,50,207.0,41,person,8843138,2022-06-27 09:20:14.411,other,1.0110000000000001,A1_to_other,1.0110000000000001,A1_to_other,09
262,815721,57,251,43,45,,31,person,8843152,2022-06-27 09:20:16.420,other,57,251,43,45,,31,person,8843155,2022-06-27 09:20:16.947,other,0.527,other_to_other,58,263,27,40,,26,person,8843159,2022-06-27 09:20:17.442,A3,58,263,27,40,,26,person,8843162,2022-06-27 09:20:17.974,A3,0.532,A3_to_A3,1.554,other_to_A3,09
269,815729,623,343,34,46,,27,person,8843274,2022-06-27 09:20:34.388,A2,108,121,28,30,277.0,30,person,8843358,2022-06-27 09:20:46.971,A1,12.583,A2_to_A1,95,117,28,30,,30,person,8843362,2022-06-27 09:20:47.669,A1,95,117,28,30,,30,person,8843367,2022-06-27 09:20:48.343,A1,0.674,A1_to_A1,13.955,A2_to_A1,09
274,815735,471,8,14,18,,37,person,8843381,2022-06-27 09:20:50.388,A2,91,132,26,26,282.0,25,person,8843467,2022-06-27 09:21:03.351,A1,12.963000000000001,A2_to_A1,471,8,14,18,,37,person,8843381,2022-06-27 09:20:50.388,A2,91,132,26,26,282.0,25,person,8843467,2022-06-27 09:21:03.351,A1,12.963000000000001,A2_to_A1,12.963000000000001,A2_to_A1,09
278,815739,82,235,31,37,,37,person,8843464,2022-06-27 09:21:02.829,A3,426,10,19,29,75.0,79,person,8843527,2022-06-27 09:21:12.352,A2,9.523000000000001,A3_to_A2,441,15,23,32,,50,person,8843528,2022-06-27 09:21:12.531,A2,441,15,23,32,,50,person,8843533,2022-06-27 09:21:13.184,A2,0.653,A2_to_A2,10.355,A3_to_A2,09
281,815743,375,7,21,17,,41,person,8843681,2022-06-27 09:21:35.438,other,376,8,24,17,114.0,33,person,8843685,2022-06-27 09:21:36.139,other,0.7010000000000001,other_to_other,352,12,20,25,,52,person,8843688,2022-06-27 09:21:36.450,A1,203,155,24,27,213.0,28,person,8843723,2022-06-27 09:21:41.727,A1,5.277,A1_to_A1,6.289000000000001,other_to_A1,09
288,815751,474,251,37,43,,40,person,8843799,2022-06-27 09:21:53.095,A2,198,140,32,43,288.0,34,person,8843834,2022-06-27 09:21:58.382,A1,5.287,A2_to_A1,178,137,35,45,,32,person,8843837,2022-06-27 09:21:58.912,A1,97,114,23,32,279.0,28,person,8843877,2022-06-27 09:22:04.863,A1,5.9510000000000005,A1_to_A1,11.768,A2_to_A1,09
293,815757,105,218,48,40,,46,person,8843921,2022-06-27 09:22:11.471,A3,480,5,17,14,86.0,31,person,8843989,2022-06-27 09:22:21.652,A2,10.181000000000001,A3_to_A2,105,218,48,40,,46,person,8843921,2022-06-27 09:22:11.471,A3,480,5,17,14,86.0,31,person,8843989,2022-06-27 09:22:21.652,A2,10.181000000000001,A3_to_A2,10.181000000000001,A3_to_A2,09
311,815782,491,11,15,25,,28,person,8844294,2022-06-27 09:23:07.203,A2,433,14,17,29,266.0,30,person,8844310,2022-06-27 09:23:09.566,A2,2.363,A2_to_A2,423,10,15,22,,39,person,8844311,2022-06-27 09:23:09.740,A2,119,170,20,23,240.0,35,person,8844416,2022-06-27 09:23:24.985,A1,15.245000000000001,A2_to_A1,17.782,A2_to_A1,09
312,815784,390,7,16,15,,33,person,8844316,2022-06-27 09:23:10.408,A2,390,7,16,15,,33,person,8844319,2022-06-27 09:23:10.929,A2,0.521,A2_to_A2,351,10,15,23,,42,person,8844332,2022-06-27 09:23:12.736,A1,218,136,33,46,206.0,77,person,8844373,2022-06-27 09:23:18.784,A1,6.048,A1_to_A1,8.376000000000001,A2_to_A1,09
319,815794,118,133,30,35,,27,person,8844378,2022-06-27 09:23:19.451,A1,127,252,43,54,200.0,28,person,8844426,2022-06-27 09:23:26.516,A3,7.065,A1_to_A3,115,247,41,51,,44,person,8844427,2022-06-27 09:23:26.688,A3,64,409,66,35,210.0,37,person,8844541,2022-06-27 09:23:43.287,A3,16.599,A3_to_A3,23.836000000000002,A1_to_A3,09
325,815802,118,196,33,47,,31,person,8844403,2022-06-27 09:23:23.152,other,140,157,43,53,29.0,25,person,8844411,2022-06-27 09:23:24.319,A1,1.167,other_to_A1,118,196,33,47,,31,person,8844403,2022-06-27 09:23:23.152,other,140,157,43,53,29.0,25,person,8844411,2022-06-27 09:23:24.319,A1,1.167,other_to_A1,1.167,other_to_A1,09
328,815805,501,12,13,27,,45,person,8844408,2022-06-27 09:23:23.791,A2,133,164,30,27,236.0,29,person,8844478,2022-06-27 09:23:34.027,A1,10.236,A2_to_A1,501,12,13,27,,45,person,8844408,2022-06-27 09:23:23.791,A2,133,164,30,27,236.0,29,person,8844478,2022-06-27 09:23:34.027,A1,10.236,A2_to_A1,10.236,A2_to_A1,09
331,815809,279,456,57,46,,62,person,8844426,2022-06-27 09:23:26.516,A3,512,302,22,20,88.0,30,person,8844466,2022-06-27 09:23:32.369,A2,5.853000000000001,A3_to_A2,279,456,57,46,,62,person,8844426,2022-06-27 09:23:26.516,A3,512,302,22,20,88.0,30,person,8844466,2022-06-27 09:23:32.369,A2,5.853000000000001,A3_to_A2,5.853000000000001,A3_to_A2,09
333,815812,119,299,57,42,,28,person,8844431,2022-06-27 09:23:27.164,A3,192,194,52,47,181.0,32,person,8844476,2022-06-27 09:23:33.682,A1,6.518000000000001,A3_to_A1,190,194,45,42,,42,person,8844477,2022-06-27 09:23:33.855,A1,171,217,45,49,220.0,54,person,8844488,2022-06-27 09:23:35.550,A1,1.695,A1_to_A1,8.386000000000001,A3_to_A1,09
336,815815,140,451,64,52,,40,person,8844456,2022-06-27 09:23:30.856,A3,595,15,15,40,62.0,55,person,8844502,2022-06-27 09:23:37.537,A4,6.681,A3_to_A4,598,11,14,23,,37,person,8844510,2022-06-27 09:23:38.702,A4,599,9,14,22,24.0,26,person,8844516,2022-06-27 09:23:39.527,A4,0.8250000000000001,A4_to_A4,8.671000000000001,A3_to_A4,09
340,815820,138,187,41,50,,54,person,8844477,2022-06-27 09:23:33.855,A1,139,222,24,38,178.0,45,person,8844485,2022-06-27 09:23:35.022,other,1.167,A1_to_other,144,200,15,18,,28,person,8844487,2022-06-27 09:23:35.373,other,144,200,15,18,,28,person,8844492,2022-06-27 09:23:36.038,other,0.665,other_to_other,2.1830000000000003,A1_to_other,09
341,815822,105,246,22,26,,31,person,8844479,2022-06-27 09:23:34.201,A3,105,246,22,26,,31,person,8844484,2022-06-27 09:23:34.846,A3,0.645,A3_to_A3,105,242,23,34,,41,person,8844487,2022-06-27 09:23:35.373,A3,38,267,26,34,249.0,35,person,8844500,2022-06-27 09:23:37.193,other,1.82,A3_to_other,2.992,A3_to_other,09
343,815828,616,304,47,45,,37,person,8844499,2022-06-27 09:23:37.021,A2,99,115,21,28,281.0,29,person,8844599,2022-06-27 09:23:51.636,A1,14.615,A2_to_A1,616,304,47,45,,37,person,8844499,2022-06-27 09:23:37.021,A2,99,115,21,28,281.0,29,person,8844599,2022-06-27 09:23:51.636,A1,14.615,A2_to_A1,14.615,A2_to_A1,09
345,815832,623,310,34,50,,69,person,8844507,2022-06-27 09:23:38.183,A2,211,145,51,55,280.0,96,person,8844548,2022-06-27 09:23:44.299,A1,6.1160000000000005,A2_to_A1,201,141,23,33,,32,person,8844549,2022-06-27 09:23:44.472,A1,201,141,23,33,,32,person,8844554,2022-06-27 09:23:45.118,A1,0.646,A1_to_A1,6.9350000000000005,A2_to_A1,09
356,815852,376,13,9,17,,38,person,8844666,2022-06-27 09:24:01.553,A2,376,13,9,17,,38,person,8844671,2022-06-27 09:24:02.198,A2,0.645,A2_to_A2,363,31,19,17,,27,person,8844674,2022-06-27 09:24:02.716,A2,314,13,18,21,289.0,36,person,8844681,2022-06-27 09:24:03.722,A1,1.006,A2_to_A1,2.169,A2_to_A1,09
366,815874,143,25,12,18,,26,person,8844806,2022-06-27 09:24:21.918,A1,143,25,12,18,,26,person,8844811,2022-06-27 09:24:22.577,A1,0.659,A1_to_A1,155,40,30,29,,46,car,8844820,2022-06-27 09:24:23.913,A1,677,108,112,171,101.0,58,car,8844848,2022-06-27 09:24:27.988,A2,4.075,A1_to_A2,6.07,A1_to_A2,09
367,815875,105,178,42,47,,33,person,8844809,2022-06-27 09:24:22.225,other,110,154,36,39,335.0,34,person,8844826,2022-06-27 09:24:24.766,A1,2.5410000000000004,other_to_A1,105,178,42,47,,33,person,8844809,2022-06-27 09:24:22.225,other,110,154,36,39,335.0,34,person,8844826,2022-06-27 09:24:24.766,A1,2.5410000000000004,other_to_A1,2.5410000000000004,other_to_A1,09
384,815903,107,158,40,46,,30,person,8845057,2022-06-27 09:24:58.957,A1,119,170,34,41,136.0,36,person,8845070,2022-06-27 09:25:00.838,A1,1.8810000000000002,A1_to_A1,115,189,24,35,,43,person,8845072,2022-06-27 09:25:01.192,other,115,189,24,35,,43,person,8845077,2022-06-27 09:25:01.871,other,0.679,other_to_other,2.914,A1_to_other,09
391,815916,607,12,10,25,,36,person,8845146,2022-06-27 09:25:12.268,A4,607,12,10,25,,36,person,8845151,2022-06-27 09:25:12.945,A4,0.677,A4_to_A4,604,22,13,35,,36,person,8845154,2022-06-27 09:25:13.471,A4,363,269,52,71,226.0,97,person,8845195,2022-06-27 09:25:19.583,A2,6.112,A4_to_A2,7.315,A4_to_A2,09
393,815919,348,324,70,70,,39,person,8845193,2022-06-27 09:25:19.233,other,251,481,105,79,211.0,25,person,8845203,2022-06-27 09:25:20.788,A3,1.5550000000000002,other_to_A3,348,324,70,70,,39,person,8845193,2022-06-27 09:25:19.233,other,251,481,105,79,211.0,25,person,8845203,2022-06-27 09:25:20.788,A3,1.5550000000000002,other_to_A3,1.5550000000000002,other_to_A3,09
408,815936,241,475,23,11,,25,person,8845449,2022-06-27 09:25:56.723,A3,643,357,21,78,143.0,29,person,8845547,2022-06-27 09:26:11.257,A2,14.534,A3_to_A2,241,475,23,11,,25,person,8845449,2022-06-27 09:25:56.723,A3,643,357,21,78,143.0,29,person,8845547,2022-06-27 09:26:11.257,A2,14.534,A3_to_A2,14.534,A3_to_A2,09
410,815939,165,468,85,23,,26,person,8845478,2022-06-27 09:26:00.863,A3,428,342,52,55,73.0,30,person,8845516,2022-06-27 09:26:06.631,other,5.768000000000001,A3_to_other,165,468,85,23,,26,person,8845478,2022-06-27 09:26:00.863,A3,428,342,52,55,73.0,30,person,8845516,2022-06-27 09:26:06.631,other,5.768000000000001,A3_to_other,5.768000000000001,A3_to_other,09
412,815941,209,398,88,55,,44,person,8845486,2022-06-27 09:26:02.045,A3,597,296,67,54,99.0,72,person,8845537,2022-06-27 09:26:09.709,A2,7.664000000000001,A3_to_A2,209,398,88,55,,44,person,8845486,2022-06-27 09:26:02.045,A3,597,296,67,54,99.0,72,person,8845537,2022-06-27 09:26:09.709,A2,7.664000000000001,A3_to_A2,7.664000000000001,A3_to_A2,09
413,815942,117,469,85,21,,40,person,8845487,2022-06-27 09:26:02.228,A3,631,367,23,86,172.0,35,person,8845592,2022-06-27 09:26:18.080,A2,15.852,A3_to_A2,117,469,85,21,,40,person,8845487,2022-06-27 09:26:02.228,A3,631,367,23,86,172.0,35,person,8845592,2022-06-27 09:26:18.080,A2,15.852,A3_to_A2,15.852,A3_to_A2,09
415,815945,622,322,34,56,,40,person,8845496,2022-06-27 09:26:03.500,A2,91,112,23,28,292.0,39,person,8845537,2022-06-27 09:26:09.709,A1,6.2090000000000005,A2_to_A1,120,124,34,35,,49,person,8845604,2022-06-27 09:26:19.734,A1,136,283,21,33,183.0,36,person,8845669,2022-06-27 09:26:29.347,A3,9.613000000000001,A1_to_A3,25.847,A2_to_A3,09
416,815946,461,216,51,52,,70,person,8845504,2022-06-27 09:26:04.712,A2,198,160,82,35,282.0,35,person,8845516,2022-06-27 09:26:06.631,A1,1.919,A2_to_A1,461,216,51,52,,70,person,8845504,2022-06-27 09:26:04.712,A2,198,160,82,35,282.0,35,person,8845516,2022-06-27 09:26:06.631,A1,1.919,A2_to_A1,1.919,A2_to_A1,09
420,815951,264,162,55,54,,91,person,8845512,2022-06-27 09:26:05.921,A2,238,154,50,52,286.0,91,person,8845516,2022-06-27 09:26:06.631,A1,0.7100000000000001,A2_to_A1,264,162,55,54,,91,person,8845512,2022-06-27 09:26:05.921,A2,238,154,50,52,286.0,91,person,8845516,2022-06-27 09:26:06.631,A1,0.7100000000000001,A2_to_A1,0.7100000000000001,A2_to_A1,09
422,815953,325,416,43,57,,40,person,8845520,2022-06-27 09:26:07.114,A3,633,312,27,54,145.0,43,person,8845570,2022-06-27 09:26:14.679,A2,7.565,A3_to_A2,325,416,43,57,,40,person,8845520,2022-06-27 09:26:07.114,A3,633,312,27,54,145.0,43,person,8845570,2022-06-27 09:26:14.679,A2,7.565,A3_to_A2,7.565,A3_to_A2,09
424,815955,254,458,64,40,,39,person,8845528,2022-06-27 09:26:08.324,A3,597,341,51,44,116.0,60,person,8845582,2022-06-27 09:26:16.557,A2,8.233,A3_to_A2,254,458,64,40,,39,person,8845528,2022-06-27 09:26:08.324,A3,597,341,51,44,116.0,60,person,8845582,2022-06-27 09:26:16.557,A2,8.233,A3_to_A2,8.233,A3_to_A2,09
425,815956,365,357,28,56,,25,person,8845536,2022-06-27 09:26:09.533,A3,414,342,48,55,71.0,31,person,8845545,2022-06-27 09:26:10.909,other,1.3760000000000001,A3_to_other,365,357,28,56,,25,person,8845536,2022-06-27 09:26:09.533,A3,414,342,48,55,71.0,31,person,8845545,2022-06-27 09:26:10.909,other,1.3760000000000001,A3_to_other,1.3760000000000001,A3_to_other,09
441,815980,363,22,16,36,,84,person,8846057,2022-06-27 09:27:26.214,other,300,74,18,19,230.0,33,person,8846068,2022-06-27 09:27:27.936,A1,1.7220000000000002,other_to_A1,363,22,16,36,,84,person,8846057,2022-06-27 09:27:26.214,other,300,74,18,19,230.0,33,person,8846068,2022-06-27 09:27:27.936,A1,1.7220000000000002,other_to_A1,1.7220000000000002,other_to_A1,09
