,id,x_min_S,y_min_S,w_min_S,h_min_S,bearing_min_S,confidence_min_S,name_min_S,frameId_min_S,timestamp_min_S,first_Area_S,x_max_S,y_max_S,w_max_S,h_max_S,bearing_max_S,confidence_max_S,name_max_S,frameId_max_S,timestamp_max_S,last_Area_S,stayTime_S,Path_S,x_min_E,y_min_E,w_min_E,h_min_E,bearing_min_E,confidence_min_E,name_min_E,frameId_min_E,timestamp_min_E,first_Area_E,x_max_E,y_max_E,w_max_E,h_max_E,bearing_max_E,confidence_max_E,name_max_E,frameId_max_E,timestamp_max_E,last_Area_E,stayTime_E,Path_E,stayTime,Path,o'clock
5,5,243,289,31,28,,30,person,12,2022-07-14 21:23:34.503,A3,249,12,30,25,,28,car,30,2022-07-14 21:55:16.083,A1,1901.5800000000002,A3_to_A1,243,289,31,28,,30,person,12,2022-07-14 21:23:34.503,A3,249,12,30,25,,28,car,30,2022-07-14 21:55:16.083,A1,1901.5800000000002,A3_to_A1,1901.5800000000002,A3_to_A1,21
32,32,258,431,56,60,,70,person,276,2022-07-14 21:24:14.007,A3,249,12,31,25,266.0,28,car,216,2022-07-14 21:55:43.761,A1,1889.7540000000001,A3_to_A1,258,431,56,60,,70,person,276,2022-07-14 21:24:14.007,A3,249,12,31,25,266.0,28,car,216,2022-07-14 21:55:43.761,A1,1889.7540000000001,A3_to_A1,1889.7540000000001,A3_to_A1,21
35,35,465,263,48,90,,27,person,295,2022-07-14 21:24:16.894,A2,250,12,31,25,120.0,28,car,248,2022-07-14 21:55:48.525,A1,1891.631,A2_to_A1,465,263,48,90,,27,person,295,2022-07-14 21:24:16.894,A2,250,12,31,25,120.0,28,car,248,2022-07-14 21:55:48.525,A1,1891.631,A2_to_A1,1891.631,A2_to_A1,21
37,37,243,289,30,27,,26,person,299,2022-07-14 21:24:17.492,A3,139,28,15,19,93.0,28,person,262,2022-07-14 21:55:50.663,A1,1893.171,A3_to_A1,243,289,30,27,,26,person,299,2022-07-14 21:24:17.492,A3,139,28,15,19,93.0,28,person,262,2022-07-14 21:55:50.663,A1,1893.171,A3_to_A1,1893.171,A3_to_A1,21
38,38,96,189,22,34,,26,person,301,2022-07-14 21:24:17.797,other,249,12,32,26,,28,car,258,2022-07-14 21:55:50.065,A1,1892.268,other_to_A1,96,189,22,34,,26,person,301,2022-07-14 21:24:17.797,other,249,12,32,26,,28,car,258,2022-07-14 21:55:50.065,A1,1892.268,other_to_A1,1892.268,other_to_A1,21
39,39,385,362,56,43,,37,person,301,2022-07-14 21:24:17.797,other,249,12,31,25,,34,car,264,2022-07-14 21:55:50.961,A1,1893.1640000000002,other_to_A1,385,362,56,43,,37,person,301,2022-07-14 21:24:17.797,other,249,12,31,25,,34,car,264,2022-07-14 21:55:50.961,A1,1893.1640000000002,other_to_A1,1893.1640000000002,other_to_A1,21
40,40,244,289,31,27,,30,person,306,2022-07-14 21:24:18.572,A3,139,28,16,18,,26,person,266,2022-07-14 21:55:51.262,A1,1892.69,A3_to_A1,244,289,31,27,,30,person,306,2022-07-14 21:24:18.572,A3,139,28,16,18,,26,person,266,2022-07-14 21:55:51.262,A1,1892.69,A3_to_A1,1892.69,A3_to_A1,21
43,43,243,290,31,28,,34,person,324,2022-07-14 21:24:21.273,A3,138,24,15,22,346.0,26,person,281,2022-07-14 21:55:53.484,A1,1892.211,A3_to_A1,243,290,31,28,,34,person,324,2022-07-14 21:24:21.273,A3,138,24,15,22,346.0,26,person,281,2022-07-14 21:55:53.484,A1,1892.211,A3_to_A1,1892.211,A3_to_A1,21
45,45,244,290,31,28,,28,person,337,2022-07-14 21:24:23.172,A3,138,26,14,22,,32,person,288,2022-07-14 21:55:54.550,A1,1891.3780000000002,A3_to_A1,244,290,31,28,,28,person,337,2022-07-14 21:24:23.172,A3,138,26,14,22,,32,person,288,2022-07-14 21:55:54.550,A1,1891.3780000000002,A3_to_A1,1891.3780000000002,A3_to_A1,21
46,46,244,289,31,27,,30,person,350,2022-07-14 21:24:25.137,A3,139,29,15,19,161.0,27,person,298,2022-07-14 21:55:56.030,A1,1890.893,A3_to_A1,244,289,31,27,,30,person,350,2022-07-14 21:24:25.137,A3,139,29,15,19,161.0,27,person,298,2022-07-14 21:55:56.030,A1,1890.893,A3_to_A1,1890.893,A3_to_A1,21
