,id,x_min_S,y_min_S,w_min_S,h_min_S,bearing_min_S,confidence_min_S,name_min_S,frameId_min_S,timestamp_min_S,first_Area_S,x_max_S,y_max_S,w_max_S,h_max_S,bearing_max_S,confidence_max_S,name_max_S,frameId_max_S,timestamp_max_S,last_Area_S,stayTime_S,Path_S,x_min_E,y_min_E,w_min_E,h_min_E,bearing_min_E,confidence_min_E,name_min_E,frameId_min_E,timestamp_min_E,first_Area_E,x_max_E,y_max_E,w_max_E,h_max_E,bearing_max_E,confidence_max_E,name_max_E,frameId_max_E,timestamp_max_E,last_Area_E,stayTime_E,Path_E,stayTime,Path,o'clock
4,160753,68,244,25,37,,35,person,848547,2022-07-01 09:00:25.040,other,91,230,44,47,58.0,32,person,848552,2022-07-01 09:00:25.766,A3,0.7260000000000001,other_to_A3,135,190,52,54,,69,person,848558,2022-07-01 09:00:26.637,other,429,11,26,25,89.0,55,person,848610,2022-07-01 09:00:34.190,A2,7.553000000000001,other_to_A2,9.15,other_to_A2,09
10,160761,436,15,24,33,,30,person,848762,2022-07-01 09:00:56.269,A2,419,11,29,27,284.0,26,person,848768,2022-07-01 09:00:57.156,A2,0.887,A2_to_A2,175,150,40,36,,36,person,848809,2022-07-01 09:01:03.112,A1,175,150,40,36,,36,person,848811,2022-07-01 09:01:03.400,A1,0.28800000000000003,A1_to_A1,7.131,A2_to_A1,09
16,160773,131,200,49,46,,50,person,848990,2022-07-01 09:01:29.353,other,455,15,22,32,89.0,31,person,849065,2022-07-01 09:01:40.247,A2,10.894,other_to_A2,131,200,49,46,,50,person,848990,2022-07-01 09:01:29.353,other,455,15,22,32,89.0,31,person,849065,2022-07-01 09:01:40.247,A2,10.894,other_to_A2,10.894,other_to_A2,09
22,160779,573,288,62,54,,67,person,849139,2022-07-01 09:01:51.007,A2,175,154,42,47,267.0,26,person,849188,2022-07-01 09:01:58.124,A1,7.117000000000001,A2_to_A1,107,122,27,27,,33,person,849229,2022-07-01 09:02:04.071,A1,107,122,27,27,,33,person,849231,2022-07-01 09:02:04.360,A1,0.28900000000000003,A1_to_A1,13.353000000000002,A2_to_A1,09
26,160787,547,23,17,47,,31,person,849349,2022-07-01 09:02:21.515,A4,544,22,22,48,275.0,33,person,849352,2022-07-01 09:02:21.954,other,0.439,A4_to_other,547,23,17,47,,31,person,849349,2022-07-01 09:02:21.515,A4,544,22,22,48,275.0,33,person,849352,2022-07-01 09:02:21.954,other,0.439,A4_to_other,0.439,A4_to_other,09
29,160792,433,15,14,31,,33,person,849426,2022-07-01 09:02:32.713,A2,183,115,28,32,265.0,37,person,849468,2022-07-01 09:02:38.808,A1,6.095000000000001,A2_to_A1,433,15,14,31,,33,person,849426,2022-07-01 09:02:32.713,A2,183,115,28,32,265.0,37,person,849468,2022-07-01 09:02:38.808,A1,6.095000000000001,A2_to_A1,6.095000000000001,A2_to_A1,09
33,160796,162,150,31,37,,26,person,849471,2022-07-01 09:02:39.247,A1,145,203,19,27,175.0,33,person,849479,2022-07-01 09:02:40.410,other,1.163,A1_to_other,162,150,31,37,,26,person,849471,2022-07-01 09:02:39.247,A1,145,203,19,27,175.0,33,person,849479,2022-07-01 09:02:40.410,other,1.163,A1_to_other,1.163,A1_to_other,09
52,160823,60,248,44,46,,29,person,850586,2022-07-01 09:05:22.409,other,90,227,47,48,55.0,27,person,850590,2022-07-01 09:05:23.000,A3,0.5910000000000001,other_to_A3,60,248,44,46,,29,person,850586,2022-07-01 09:05:22.409,other,90,227,47,48,55.0,27,person,850590,2022-07-01 09:05:23.000,A3,0.5910000000000001,other_to_A3,0.5910000000000001,other_to_A3,09
59,160833,112,158,39,47,,39,person,850781,2022-07-01 09:05:50.983,A1,115,162,36,37,156.0,32,person,850787,2022-07-01 09:05:51.858,A1,0.875,A1_to_A1,126,205,16,35,,31,person,850832,2022-07-01 09:05:58.427,other,126,206,16,39,214.0,25,person,850838,2022-07-01 09:05:59.315,other,0.888,other_to_other,8.332,A1_to_other,09
71,160855,612,307,53,47,,42,person,851221,2022-07-01 09:06:55.408,A2,202,148,46,48,278.0,29,person,851269,2022-07-01 09:07:02.376,A1,6.968000000000001,A2_to_A1,612,307,53,47,,42,person,851221,2022-07-01 09:06:55.408,A2,202,148,46,48,278.0,29,person,851269,2022-07-01 09:07:02.376,A1,6.968000000000001,A2_to_A1,6.968000000000001,A2_to_A1,09
104,160910,624,60,22,28,,44,person,852027,2022-07-01 09:08:53.419,A4,588,41,18,26,294.0,28,person,852036,2022-07-01 09:08:54.733,A4,1.314,A4_to_A4,577,61,19,51,,29,person,852062,2022-07-01 09:08:58.546,A2,250,80,65,46,292.0,40,motorbike,852088,2022-07-01 09:09:02.370,A1,3.8240000000000003,A2_to_A1,8.951,A4_to_A1,09
115,160935,458,17,18,38,,27,person,852361,2022-07-01 09:09:42.493,A2,185,352,124,57,161.0,37,person,852427,2022-07-01 09:09:52.184,A3,9.691,A2_to_A3,116,459,94,37,,25,person,852444,2022-07-01 09:09:54.682,A3,116,459,94,37,,25,person,852446,2022-07-01 09:09:54.973,A3,0.29100000000000004,A3_to_A3,12.48,A2_to_A3,09
128,160953,375,196,30,43,,61,person,852849,2022-07-01 09:10:54.158,A2,219,137,55,56,308.0,52,person,852871,2022-07-01 09:10:57.416,A1,3.258,A2_to_A1,180,136,37,43,,26,person,852881,2022-07-01 09:10:58.882,A1,180,136,37,43,,26,person,852883,2022-07-01 09:10:59.176,A1,0.29400000000000004,A1_to_A1,5.018000000000001,A2_to_A1,09
129,160954,112,228,41,49,,26,person,852858,2022-07-01 09:10:55.480,A3,112,228,41,49,,26,person,852860,2022-07-01 09:10:55.798,A3,0.318,A3_to_A3,129,157,38,51,,26,person,852924,2022-07-01 09:11:05.198,A1,125,152,30,42,290.0,31,person,852932,2022-07-01 09:11:06.377,A1,1.179,A1_to_A1,10.897,A3_to_A1,09
161,161024,131,230,54,53,,28,person,853760,2022-07-01 09:13:08.113,A3,131,230,54,53,,28,person,853762,2022-07-01 09:13:08.407,A3,0.29400000000000004,A3_to_A3,128,207,51,51,,39,person,853776,2022-07-01 09:13:10.461,other,128,207,51,51,,39,person,853778,2022-07-01 09:13:10.754,other,0.29300000000000004,other_to_other,2.641,A3_to_other,09
162,161028,137,191,47,68,,67,person,853801,2022-07-01 09:13:14.144,other,140,177,43,51,13.0,42,person,853806,2022-07-01 09:13:14.876,A1,0.7320000000000001,other_to_A1,133,174,42,66,,31,person,853816,2022-07-01 09:13:16.344,A1,111,159,29,42,266.0,26,person,853827,2022-07-01 09:13:17.958,A1,1.614,A1_to_A1,3.814,other_to_A1,09
197,161091,202,143,45,49,,77,person,854954,2022-07-01 09:16:03.481,A1,611,343,66,45,124.0,47,person,855002,2022-07-01 09:16:10.530,A2,7.049,A1_to_A2,618,361,44,59,,37,person,855003,2022-07-01 09:16:10.677,A2,618,363,44,42,171.0,39,person,855006,2022-07-01 09:16:11.123,A2,0.446,A2_to_A2,7.642,A1_to_A2,09
205,161103,411,338,52,58,,45,person,855089,2022-07-01 09:16:23.299,other,378,361,55,59,234.0,27,person,855093,2022-07-01 09:16:23.885,other,0.5860000000000001,other_to_other,352,374,49,42,,26,person,855095,2022-07-01 09:16:24.180,A3,293,419,77,41,236.0,41,person,855102,2022-07-01 09:16:25.204,A3,1.024,A3_to_A3,1.905,other_to_A3,09
216,161121,413,281,26,37,,40,person,855437,2022-07-01 09:17:14.470,A2,378,259,40,47,302.0,28,person,855441,2022-07-01 09:17:15.055,A2,0.5850000000000001,A2_to_A2,326,227,49,61,,69,person,855445,2022-07-01 09:17:15.642,A2,208,180,48,46,268.0,41,person,855461,2022-07-01 09:17:17.981,A1,2.339,A2_to_A1,3.511,A2_to_A1,09
223,161135,153,210,30,51,,25,person,855766,2022-07-01 09:18:02.783,other,143,133,37,38,328.0,26,person,855784,2022-07-01 09:18:05.449,A1,2.6660000000000004,other_to_A1,153,210,30,51,,25,person,855766,2022-07-01 09:18:02.783,other,143,133,37,38,328.0,26,person,855784,2022-07-01 09:18:05.449,A1,2.6660000000000004,other_to_A1,2.6660000000000004,other_to_A1,09
235,161153,608,321,60,57,,45,person,855945,2022-07-01 09:18:29.115,A2,137,84,73,70,280.0,28,person,855992,2022-07-01 09:18:36.026,A1,6.9110000000000005,A2_to_A1,132,84,64,67,,27,person,856112,2022-07-01 09:18:53.691,A1,132,84,66,69,128.0,27,person,856117,2022-07-01 09:18:54.426,A1,0.7350000000000001,A1_to_A1,25.311,A2_to_A1,09
268,161221,132,31,13,51,,31,person,857261,2022-07-01 09:21:41.490,A1,132,31,13,51,,31,person,857263,2022-07-01 09:21:41.780,A1,0.29000000000000004,A1_to_A1,160,38,52,30,,54,car,857265,2022-07-01 09:21:42.075,A1,634,132,46,95,126.0,29,car,857292,2022-07-01 09:21:45.997,A2,3.922,A1_to_A2,4.507000000000001,A1_to_A2,09
273,161227,562,260,59,69,,31,person,857340,2022-07-01 09:21:52.983,A2,350,11,12,25,56.0,50,person,857415,2022-07-01 09:22:03.865,A1,10.882000000000001,A2_to_A1,562,260,59,69,,31,person,857340,2022-07-01 09:21:52.983,A2,350,11,12,25,56.0,50,person,857415,2022-07-01 09:22:03.865,A1,10.882000000000001,A2_to_A1,10.882000000000001,A2_to_A1,09
288,161247,234,274,97,64,,49,person,857544,2022-07-01 09:22:22.622,other,276,248,89,68,57.0,26,person,857550,2022-07-01 09:22:23.501,A2,0.879,other_to_A2,264,233,31,41,,36,person,857553,2022-07-01 09:22:23.940,A2,292,219,46,54,63.0,39,person,857557,2022-07-01 09:22:24.529,A2,0.5890000000000001,A2_to_A2,1.907,other_to_A2,09
304,161267,117,191,44,67,,72,person,858155,2022-07-01 09:23:51.742,other,134,120,46,54,5.0,45,person,858175,2022-07-01 09:23:54.650,A1,2.9080000000000004,other_to_A1,117,191,44,67,,72,person,858155,2022-07-01 09:23:51.742,other,134,120,46,54,5.0,45,person,858175,2022-07-01 09:23:54.650,A1,2.9080000000000004,other_to_A1,2.9080000000000004,other_to_A1,09
312,161277,200,242,59,51,,32,person,858317,2022-07-01 09:24:15.300,other,200,242,59,51,,32,person,858319,2022-07-01 09:24:15.586,other,0.28600000000000003,other_to_other,180,207,26,31,,27,person,858324,2022-07-01 09:24:16.309,A1,185,206,36,43,85.0,28,person,858327,2022-07-01 09:24:16.748,A1,0.439,A1_to_A1,1.4480000000000002,other_to_A1,09
329,161298,166,288,62,67,,38,person,859130,2022-07-01 09:26:13.558,A3,166,288,62,67,,38,person,859132,2022-07-01 09:26:13.850,A3,0.29200000000000004,A3_to_A3,206,229,76,70,,44,person,859143,2022-07-01 09:26:15.448,A2,405,15,20,33,89.0,25,person,859208,2022-07-01 09:26:24.895,A2,9.447000000000001,A2_to_A2,11.337000000000002,A3_to_A2,09
349,161326,397,205,44,58,,39,person,859698,2022-07-01 09:27:36.665,A2,200,142,62,52,285.0,61,person,859712,2022-07-01 09:27:38.737,A1,2.072,A2_to_A1,397,205,44,58,,39,person,859698,2022-07-01 09:27:36.665,A2,200,142,62,52,285.0,61,person,859712,2022-07-01 09:27:38.737,A1,2.072,A2_to_A1,2.072,A2_to_A1,09
369,161350,448,14,23,31,,28,person,860161,2022-07-01 09:28:44.711,A2,422,11,20,28,275.0,47,person,860167,2022-07-01 09:28:45.592,A2,0.881,A2_to_A2,209,136,56,53,,31,person,860212,2022-07-01 09:28:52.207,A1,199,147,44,46,223.0,26,person,860215,2022-07-01 09:28:52.648,A1,0.441,A1_to_A1,7.937,A2_to_A1,09
394,161390,133,322,102,46,,31,person,861309,2022-07-01 09:31:31.625,A3,193,249,97,49,43.0,36,person,861318,2022-07-01 09:31:32.931,other,1.306,A3_to_other,133,322,102,46,,31,person,861309,2022-07-01 09:31:31.625,A3,193,249,97,49,43.0,36,person,861318,2022-07-01 09:31:32.931,other,1.306,A3_to_other,1.306,A3_to_other,09
395,161391,160,234,61,58,,54,person,861320,2022-07-01 09:31:33.226,other,214,203,94,56,60.0,50,person,861325,2022-07-01 09:31:33.943,other,0.7170000000000001,other_to_other,210,193,93,69,,26,person,861326,2022-07-01 09:31:34.088,other,444,15,18,33,98.0,29,person,861376,2022-07-01 09:31:41.425,A2,7.337000000000001,other_to_A2,8.199,other_to_A2,09
