,id,x_min_S,y_min_S,w_min_S,h_min_S,bearing_min_S,confidence_min_S,name_min_S,frameId_min_S,timestamp_min_S,first_Area_S,x_max_S,y_max_S,w_max_S,h_max_S,bearing_max_S,confidence_max_S,name_max_S,frameId_max_S,timestamp_max_S,last_Area_S,stayTime_S,Path_S,x_min_E,y_min_E,w_min_E,h_min_E,bearing_min_E,confidence_min_E,name_min_E,frameId_min_E,timestamp_min_E,first_Area_E,x_max_E,y_max_E,w_max_E,h_max_E,bearing_max_E,confidence_max_E,name_max_E,frameId_max_E,timestamp_max_E,last_Area_E,stayTime_E,Path_E,stayTime,Path,o'clock
8,454502,107,453,84,33,,26,person,5301655,2022-06-21 09:01:49.147,A3,107,453,84,33,,26,person,5301658,2022-06-21 09:01:49.582,A3,0.43500000000000005,A3_to_A3,130,428,78,32,,25,person,5301662,2022-06-21 09:01:50.172,A3,580,46,18,49,51.0,50,person,5301795,2022-06-21 09:02:09.649,other,19.477,A3_to_other,20.502000000000002,A3_to_other,09
16,454516,68,254,23,34,,28,person,5302039,2022-06-21 09:02:45.204,A3,96,242,36,47,66.0,30,person,5302046,2022-06-21 09:02:46.223,A3,1.0190000000000001,A3_to_A3,102,234,41,38,,28,person,5302047,2022-06-21 09:02:46.374,A3,123,160,31,42,205.0,38,person,5302075,2022-06-21 09:02:50.456,A1,4.082,A3_to_A1,5.252000000000001,A3_to_A1,09
95,454683,91,385,68,66,,30,person,5305257,2022-06-21 09:10:34.625,A3,91,381,78,67,5.0,30,person,5305261,2022-06-21 09:10:35.208,A3,0.5830000000000001,A3_to_A3,87,380,63,43,,39,person,5305263,2022-06-21 09:10:35.501,A3,112,140,39,61,225.0,40,person,5305345,2022-06-21 09:10:47.485,A1,11.984,A3_to_A1,12.860000000000001,A3_to_A1,09
99,454690,106,187,35,32,,27,person,5305289,2022-06-21 09:10:39.267,other,118,159,51,58,185.0,43,person,5305318,2022-06-21 09:10:43.505,A1,4.238,other_to_A1,103,143,24,36,,37,person,5305319,2022-06-21 09:10:43.654,A1,142,192,37,54,141.0,33,person,5305328,2022-06-21 09:10:44.973,A1,1.3190000000000002,A1_to_A1,5.706,other_to_A1,09
118,454723,434,16,16,36,,26,person,5306022,2022-06-21 09:12:26.636,A2,434,16,16,36,,26,person,5306025,2022-06-21 09:12:27.078,A2,0.442,A2_to_A2,416,16,18,33,,51,person,5306033,2022-06-21 09:12:28.266,A2,106,326,68,49,211.0,71,person,5306095,2022-06-21 09:12:37.363,A3,9.097000000000001,A2_to_A3,10.727,A2_to_A3,09
127,454738,625,228,29,50,,58,person,5306316,2022-06-21 09:13:09.863,A2,94,114,16,25,290.0,26,person,5306361,2022-06-21 09:13:16.469,A1,6.606000000000001,A2_to_A1,625,228,29,50,,58,person,5306316,2022-06-21 09:13:09.863,A2,94,114,16,25,290.0,26,person,5306361,2022-06-21 09:13:16.469,A1,6.606000000000001,A2_to_A1,6.606000000000001,A2_to_A1,09
136,454756,96,107,17,24,,31,person,5306990,2022-06-21 09:14:48.454,A1,149,97,18,31,34.0,30,person,5307033,2022-06-21 09:14:54.724,A1,6.2700000000000005,A1_to_A1,162,88,29,32,,41,person,5307036,2022-06-21 09:14:55.167,A1,438,12,16,25,94.0,39,person,5307104,2022-06-21 09:15:05.170,A2,10.003,A1_to_A2,16.716,A1_to_A2,09
139,454762,434,16,14,36,,29,person,5307092,2022-06-21 09:15:03.406,A2,434,16,14,36,,29,person,5307095,2022-06-21 09:15:03.849,A2,0.443,A2_to_A2,544,17,12,36,,40,person,5307129,2022-06-21 09:15:08.835,other,639,72,14,36,132.0,47,person,5307158,2022-06-21 09:15:13.087,other,4.252000000000001,other_to_other,9.681000000000001,A2_to_other,09
158,454798,630,57,20,43,,45,person,5307890,2022-06-21 09:17:00.519,A4,589,-6,12,16,326.0,39,person,5307901,2022-06-21 09:17:02.140,other,1.621,A4_to_other,630,57,20,43,,45,person,5307890,2022-06-21 09:17:00.519,A4,589,-6,12,16,326.0,39,person,5307901,2022-06-21 09:17:02.140,other,1.621,A4_to_other,1.621,A4_to_other,09
165,454808,242,460,68,40,,54,person,5308288,2022-06-21 09:17:58.813,A3,439,318,33,55,55.0,47,person,5308313,2022-06-21 09:18:02.500,A2,3.6870000000000003,A3_to_A2,242,460,68,40,,54,person,5308288,2022-06-21 09:17:58.813,A3,439,318,33,55,55.0,47,person,5308313,2022-06-21 09:18:02.500,A2,3.6870000000000003,A3_to_A2,3.6870000000000003,A3_to_A2,09
172,454817,623,310,34,44,,31,person,5308342,2022-06-21 09:18:06.788,A2,90,450,73,31,226.0,44,person,5308394,2022-06-21 09:18:14.421,A3,7.633000000000001,A2_to_A3,92,453,77,30,,28,person,5308395,2022-06-21 09:18:14.568,A3,79,471,65,32,215.0,30,person,5308400,2022-06-21 09:18:15.296,A3,0.7280000000000001,A3_to_A3,8.508000000000001,A2_to_A3,09
178,454833,420,317,37,56,,47,person,5308425,2022-06-21 09:18:18.973,A2,407,320,34,52,254.0,36,person,5308430,2022-06-21 09:18:19.705,A2,0.7320000000000001,A2_to_A2,386,345,46,64,,32,person,5308431,2022-06-21 09:18:19.852,other,386,345,46,64,,32,person,5308434,2022-06-21 09:18:20.291,other,0.439,other_to_other,1.318,A2_to_other,09
187,454850,631,67,18,36,,28,person,5308744,2022-06-21 09:19:05.765,other,602,28,25,36,323.0,63,person,5308751,2022-06-21 09:19:06.794,A4,1.0290000000000001,other_to_A4,631,67,18,36,,28,person,5308744,2022-06-21 09:19:05.765,other,602,28,25,36,323.0,63,person,5308751,2022-06-21 09:19:06.794,A4,1.0290000000000001,other_to_A4,1.0290000000000001,other_to_A4,09
192,454856,624,321,31,52,,58,person,5308941,2022-06-21 09:19:34.592,A2,97,115,23,27,282.0,26,person,5308977,2022-06-21 09:19:39.825,A1,5.2330000000000005,A2_to_A1,624,321,31,52,,58,person,5308941,2022-06-21 09:19:34.592,A2,97,115,23,27,282.0,26,person,5308977,2022-06-21 09:19:39.825,A1,5.2330000000000005,A2_to_A1,5.2330000000000005,A2_to_A1,09
198,454865,600,358,77,49,,40,person,5309159,2022-06-21 09:20:06.447,A2,92,114,23,26,294.0,38,person,5309274,2022-06-21 09:20:23.332,A1,16.885,A2_to_A1,600,358,77,49,,40,person,5309159,2022-06-21 09:20:06.447,A2,92,114,23,26,294.0,38,person,5309274,2022-06-21 09:20:23.332,A1,16.885,A2_to_A1,16.885,A2_to_A1,09
199,454866,411,271,59,43,,42,person,5309178,2022-06-21 09:20:09.248,A2,285,220,47,49,291.0,29,person,5309193,2022-06-21 09:20:11.434,A2,2.186,A2_to_A2,279,208,37,57,,50,person,5309194,2022-06-21 09:20:11.581,A2,175,172,32,54,292.0,34,person,5309212,2022-06-21 09:20:14.216,A1,2.6350000000000002,A2_to_A1,4.968,A2_to_A1,09
220,454907,623,356,34,72,,26,person,5309778,2022-06-21 09:21:37.183,A2,87,106,26,36,277.0,50,person,5309908,2022-06-21 09:21:56.221,A1,19.038,A2_to_A1,623,356,34,72,,26,person,5309778,2022-06-21 09:21:37.183,A2,87,106,26,36,277.0,50,person,5309908,2022-06-21 09:21:56.221,A1,19.038,A2_to_A1,19.038,A2_to_A1,09
224,454920,622,322,35,39,,25,person,5309939,2022-06-21 09:22:00.762,A2,100,114,21,28,301.0,61,person,5310033,2022-06-21 09:22:14.505,A1,13.743,A2_to_A1,622,322,35,39,,25,person,5309939,2022-06-21 09:22:00.762,A2,100,114,21,28,301.0,61,person,5310033,2022-06-21 09:22:14.505,A1,13.743,A2_to_A1,13.743,A2_to_A1,09
241,454950,99,117,15,26,,32,person,5310583,2022-06-21 09:23:34.782,A1,115,118,20,24,95.0,39,person,5310595,2022-06-21 09:23:36.530,A1,1.748,A1_to_A1,116,122,21,29,,26,person,5310597,2022-06-21 09:23:36.821,A1,125,187,32,37,178.0,26,person,5310623,2022-06-21 09:23:40.650,other,3.829,A1_to_other,5.868,A1_to_other,09
242,454952,87,463,69,31,,27,person,5310629,2022-06-21 09:23:41.535,A3,105,422,79,30,23.0,30,person,5310637,2022-06-21 09:23:42.725,A3,1.1900000000000002,A3_to_A3,114,407,85,33,,64,person,5310639,2022-06-21 09:23:43.014,A3,87,96,26,50,336.0,82,person,5310751,2022-06-21 09:23:59.362,A1,16.348000000000003,A3_to_A1,17.827,A3_to_A1,09
259,454978,336,70,20,30,,25,person,5310780,2022-06-21 09:24:03.612,A2,319,69,33,32,274.0,58,person,5310784,2022-06-21 09:24:04.201,other,0.5890000000000001,A2_to_other,336,70,20,30,,25,person,5310780,2022-06-21 09:24:03.612,A2,319,69,33,32,274.0,58,person,5310784,2022-06-21 09:24:04.201,other,0.5890000000000001,A2_to_other,0.5890000000000001,A2_to_other,09
260,454982,94,115,22,29,,55,person,5310914,2022-06-21 09:24:23.172,A1,89,474,68,34,183.0,48,person,5310988,2022-06-21 09:24:33.960,A3,10.788,A1_to_A3,94,115,22,29,,55,person,5310914,2022-06-21 09:24:23.172,A1,89,474,68,34,183.0,48,person,5310988,2022-06-21 09:24:33.960,A3,10.788,A1_to_A3,10.788,A1_to_A3,09
261,454983,137,464,76,32,,35,person,5310938,2022-06-21 09:24:26.674,A3,424,317,47,64,124.0,40,person,5310982,2022-06-21 09:24:33.091,A2,6.417000000000001,A3_to_A2,137,464,76,32,,35,person,5310938,2022-06-21 09:24:26.674,A3,424,317,47,64,124.0,40,person,5310982,2022-06-21 09:24:33.091,A2,6.417000000000001,A3_to_A2,6.417000000000001,A3_to_A2,09
264,454989,625,95,25,54,,31,person,5310985,2022-06-21 09:24:33.526,A2,573,33,24,40,322.0,39,person,5310998,2022-06-21 09:24:35.418,A4,1.8920000000000001,A2_to_A4,559,31,27,48,,45,person,5310999,2022-06-21 09:24:35.568,A4,542,17,17,45,309.0,41,person,5311005,2022-06-21 09:24:36.445,other,0.877,A4_to_other,2.919,A2_to_other,09
