,id,x_min_S,y_min_S,w_min_S,h_min_S,bearing_min_S,confidence_min_S,name_min_S,frameId_min_S,timestamp_min_S,first_Area_S,x_max_S,y_max_S,w_max_S,h_max_S,bearing_max_S,confidence_max_S,name_max_S,frameId_max_S,timestamp_max_S,last_Area_S,stayTime_S,Path_S,x_min_E,y_min_E,w_min_E,h_min_E,bearing_min_E,confidence_min_E,name_min_E,frameId_min_E,timestamp_min_E,first_Area_E,x_max_E,y_max_E,w_max_E,h_max_E,bearing_max_E,confidence_max_E,name_max_E,frameId_max_E,timestamp_max_E,last_Area_E,stayTime_E,Path_E,stayTime,Path,o'clock
36,443609,69,247,24,29,,26,person,3556863,2022-07-10 00:02:41.318,other,69,247,23,28,98.0,25,person,3556867,2022-07-10 00:02:41.905,other,0.5870000000000001,other_to_other,66,251,21,34,,28,person,3556878,2022-07-10 00:02:43.525,A3,66,251,21,34,,28,person,3556881,2022-07-10 00:02:43.967,A3,0.442,A3_to_A3,2.649,other_to_A3,00
98,443744,68,246,20,26,,34,person,3558031,2022-07-10 00:05:31.610,other,69,258,21,35,177.0,27,person,3558035,2022-07-10 00:05:32.190,A3,0.5800000000000001,other_to_A3,68,246,20,26,,34,person,3558031,2022-07-10 00:05:31.610,other,69,258,21,35,177.0,27,person,3558035,2022-07-10 00:05:32.190,A3,0.5800000000000001,other_to_A3,0.5800000000000001,other_to_A3,00
99,443745,606,11,20,25,,26,person,3558031,2022-07-10 00:05:31.610,A4,608,14,18,28,148.0,47,person,3558036,2022-07-10 00:05:32.335,A4,0.7250000000000001,A4_to_A4,132,62,25,29,,40,person,3558100,2022-07-10 00:05:41.639,A1,132,59,20,26,6.0,43,person,3558106,2022-07-10 00:05:42.508,A1,0.8690000000000001,A1_to_A1,10.898000000000001,A4_to_A1,00
123,443795,523,25,38,52,,29,person,3558287,2022-07-10 00:06:08.800,A2,522,25,26,52,6.0,29,person,3558302,2022-07-10 00:06:10.974,A2,2.174,A2_to_A2,537,21,24,45,,32,person,3558345,2022-07-10 00:06:17.227,other,536,21,25,43,294.0,27,person,3558349,2022-07-10 00:06:17.809,other,0.5820000000000001,other_to_other,9.009,A2_to_other,00
158,443893,629,66,16,30,,40,person,3559234,2022-07-10 00:08:26.527,other,620,57,22,34,314.0,28,person,3559238,2022-07-10 00:08:27.109,A4,0.5820000000000001,other_to_A4,600,44,12,29,,26,person,3559240,2022-07-10 00:08:27.399,A4,588,42,13,26,277.0,53,person,3559244,2022-07-10 00:08:27.980,A4,0.5810000000000001,A4_to_A4,1.453,other_to_A4,00
178,443934,539,20,17,42,,25,person,3559456,2022-07-10 00:08:58.833,other,539,20,17,42,,25,person,3559459,2022-07-10 00:08:59.277,other,0.444,other_to_other,568,24,16,31,,49,person,3559464,2022-07-10 00:09:00.014,A4,568,24,16,31,,49,person,3559467,2022-07-10 00:09:00.456,A4,0.442,A4_to_A4,1.623,other_to_A4,00
232,444142,68,246,20,23,,25,person,3560884,2022-07-10 00:12:28.030,other,68,246,20,23,,25,person,3560887,2022-07-10 00:12:28.472,other,0.442,other_to_other,68,247,23,26,,34,person,3560888,2022-07-10 00:12:28.627,other,66,252,20,30,200.0,29,person,3560896,2022-07-10 00:12:29.794,A3,1.167,other_to_A3,1.764,other_to_A3,00
239,444152,138,25,14,20,,44,person,3560916,2022-07-10 00:12:32.744,A1,139,29,15,21,179.0,56,person,3561098,2022-07-10 00:12:59.224,A1,26.48,A1_to_A1,138,26,15,22,,35,person,3561467,2022-07-10 00:13:52.918,A1,635,104,143,130,102.0,48,car,3561505,2022-07-10 00:13:58.449,A2,5.531000000000001,A1_to_A2,85.705,A1_to_A2,00
310,444445,102,199,33,47,,32,person,3562792,2022-07-10 00:17:06.516,other,102,199,33,47,,32,person,3562795,2022-07-10 00:17:06.956,other,0.44,other_to_other,108,217,22,34,,26,person,3562802,2022-07-10 00:17:07.972,A3,108,217,22,34,,26,person,3562805,2022-07-10 00:17:08.412,A3,0.44,A3_to_A3,1.8960000000000001,other_to_A3,00
321,444478,69,246,22,28,,29,person,3562985,2022-07-10 00:17:34.849,other,65,256,19,35,200.0,29,person,3562990,2022-07-10 00:17:35.581,A3,0.7320000000000001,other_to_A3,69,246,22,28,,29,person,3562985,2022-07-10 00:17:34.849,other,65,256,19,35,200.0,29,person,3562990,2022-07-10 00:17:35.581,A3,0.7320000000000001,other_to_A3,0.7320000000000001,other_to_A3,00
327,444490,215,14,17,27,,35,person,3563024,2022-07-10 00:17:40.588,A1,211,13,20,29,291.0,28,person,3563029,2022-07-10 00:17:41.322,A1,0.7340000000000001,A1_to_A1,165,29,45,49,,44,car,3563050,2022-07-10 00:17:44.414,A1,595,79,126,90,100.0,59,car,3563091,2022-07-10 00:17:50.457,A2,6.043,A1_to_A2,9.869,A1_to_A2,00
381,444702,131,60,23,25,,29,person,3564424,2022-07-10 00:21:04.986,A1,132,61,24,26,122.0,37,person,3564767,2022-07-10 00:21:54.763,A1,49.777,A1_to_A1,157,46,51,32,,56,car,3564779,2022-07-10 00:21:56.501,A1,609,20,57,50,348.0,34,car,3564825,2022-07-10 00:22:03.174,A4,6.673,A1_to_A4,58.188,A1_to_A4,00
388,444735,581,19,19,42,,36,person,3564735,2022-07-10 00:21:50.129,A4,538,21,20,45,273.0,61,person,3564752,2022-07-10 00:21:52.585,other,2.456,A4_to_other,133,95,28,34,,33,person,3564859,2022-07-10 00:22:08.112,A1,101,117,27,38,234.0,28,person,3564876,2022-07-10 00:22:10.579,A1,2.467,A1_to_A1,20.450000000000003,A4_to_A1,00
391,444744,498,6,14,15,,34,person,3564767,2022-07-10 00:21:54.763,A2,448,7,15,16,270.0,30,person,3564781,2022-07-10 00:21:56.791,A2,2.028,A2_to_A2,420,4,10,10,,33,person,3564785,2022-07-10 00:21:57.371,A2,150,84,32,32,241.0,58,person,3564855,2022-07-10 00:22:07.521,A1,10.15,A2_to_A1,12.758000000000001,A2_to_A1,00
428,444869,624,31,29,64,,33,person,3565717,2022-07-10 00:24:12.926,A4,624,31,29,64,,33,person,3565720,2022-07-10 00:24:13.360,A4,0.43400000000000005,A4_to_A4,102,71,22,23,,27,car,3565788,2022-07-10 00:24:23.224,A1,102,71,22,23,,27,car,3565791,2022-07-10 00:24:23.659,A1,0.43500000000000005,A1_to_A1,10.733,A4_to_A1,00
430,444877,68,252,25,36,,28,person,3565749,2022-07-10 00:24:17.572,A3,68,252,25,36,,28,person,3565752,2022-07-10 00:24:18.010,A3,0.438,A3_to_A3,67,246,20,25,,26,person,3565785,2022-07-10 00:24:22.791,other,67,246,20,25,,26,person,3565788,2022-07-10 00:24:23.224,other,0.43300000000000005,other_to_other,5.652,A3_to_other,00
493,445096,131,61,24,25,,46,person,3567394,2022-07-10 00:28:18.605,A1,564,22,108,49,88.0,53,car,3567424,2022-07-10 00:28:23.027,A4,4.422000000000001,A1_to_A4,131,61,24,25,,46,person,3567394,2022-07-10 00:28:18.605,A1,564,22,108,49,88.0,53,car,3567424,2022-07-10 00:28:23.027,A4,4.422000000000001,A1_to_A4,4.422000000000001,A1_to_A4,00
547,445358,102,199,34,46,,26,person,3569111,2022-07-10 00:32:30.819,other,104,200,34,47,130.0,25,person,3569115,2022-07-10 00:32:31.410,other,0.5910000000000001,other_to_other,108,216,24,36,,26,person,3569125,2022-07-10 00:32:32.882,A3,108,216,24,36,,26,person,3569128,2022-07-10 00:32:33.332,A3,0.45,A3_to_A3,2.5130000000000003,other_to_A3,00
557,445380,438,115,25,53,,32,person,3569174,2022-07-10 00:32:40.121,A2,501,79,27,63,62.0,45,person,3569188,2022-07-10 00:32:42.181,A2,2.06,A2_to_A2,528,63,26,66,,65,person,3569196,2022-07-10 00:32:43.364,A2,563,22,25,49,14.0,29,person,3569227,2022-07-10 00:32:47.896,A4,4.532,A2_to_A4,7.775,A2_to_A4,00
565,445397,69,246,20,26,,25,person,3569343,2022-07-10 00:33:04.780,other,69,246,20,26,,25,person,3569346,2022-07-10 00:33:05.214,other,0.43400000000000005,other_to_other,67,250,22,32,,28,person,3569364,2022-07-10 00:33:07.827,A3,67,252,20,34,198.0,29,person,3569370,2022-07-10 00:33:08.694,A3,0.8670000000000001,A3_to_A3,3.914,other_to_A3,00
680,445905,138,30,17,21,,27,person,3571786,2022-07-10 00:39:01.173,A1,138,30,16,21,43.0,30,person,3571824,2022-07-10 00:39:06.769,A1,5.596,A1_to_A1,155,46,52,33,,94,car,3572769,2022-07-10 00:41:25.379,A1,726,147,45,98,104.0,38,car,3572785,2022-07-10 00:41:27.704,other,2.325,A1_to_other,146.531,A1_to_other,00
719,446058,232,187,53,60,,58,person,3572875,2022-07-10 00:41:40.782,other,202,177,49,53,290.0,49,person,3572881,2022-07-10 00:41:41.656,A1,0.874,other_to_A1,232,187,53,60,,58,person,3572875,2022-07-10 00:41:40.782,other,202,177,49,53,290.0,49,person,3572881,2022-07-10 00:41:41.656,A1,0.874,other_to_A1,0.874,other_to_A1,00
728,446087,69,246,20,24,,29,person,3573051,2022-07-10 00:42:06.365,other,66,253,21,32,203.0,44,person,3573059,2022-07-10 00:42:07.530,A3,1.165,other_to_A3,68,250,20,30,,31,person,3573068,2022-07-10 00:42:08.838,A3,67,252,22,34,213.0,45,person,3573073,2022-07-10 00:42:09.569,A3,0.7310000000000001,A3_to_A3,3.204,other_to_A3,00
