,id,x_min_S,y_min_S,w_min_S,h_min_S,bearing_min_S,confidence_min_S,name_min_S,frameId_min_S,timestamp_min_S,first_Area_S,x_max_S,y_max_S,w_max_S,h_max_S,bearing_max_S,confidence_max_S,name_max_S,frameId_max_S,timestamp_max_S,last_Area_S,stayTime_S,Path_S,x_min_E,y_min_E,w_min_E,h_min_E,bearing_min_E,confidence_min_E,name_min_E,frameId_min_E,timestamp_min_E,first_Area_E,x_max_E,y_max_E,w_max_E,h_max_E,bearing_max_E,confidence_max_E,name_max_E,frameId_max_E,timestamp_max_E,last_Area_E,stayTime_E,Path_E,stayTime,Path,o'clock
36,26925,456,6,17,13,,25,person,225684,2022-07-04 09:02:22.153,A2,514,9,14,19,94.0,26,person,225697,2022-07-04 09:02:24.044,A2,1.891,A2_to_A2,544,12,11,27,,43,person,225703,2022-07-04 09:02:24.914,other,599,24,15,36,102.0,38,person,225724,2022-07-04 09:02:27.983,A4,3.0690000000000004,other_to_A4,5.83,A2_to_A4,09
41,26951,378,10,18,22,,33,person,225815,2022-07-04 09:02:41.387,A2,373,10,18,22,266.0,35,person,225819,2022-07-04 09:02:41.969,other,0.5820000000000001,A2_to_other,348,17,17,35,,54,person,225822,2022-07-04 09:02:42.410,A1,146,173,45,57,213.0,38,person,225864,2022-07-04 09:02:48.660,A1,6.25,A1_to_A1,7.273000000000001,A2_to_A1,09
45,26965,136,155,17,29,,31,person,225863,2022-07-04 09:02:48.512,A1,119,168,19,30,232.0,27,person,225868,2022-07-04 09:02:49.262,A1,0.75,A1_to_A1,103,181,22,34,,55,person,225870,2022-07-04 09:02:49.555,other,98,179,22,33,287.0,41,person,225874,2022-07-04 09:02:50.141,other,0.5860000000000001,other_to_other,1.629,A1_to_other,09
56,27029,374,246,42,40,,43,person,226224,2022-07-04 09:03:41.159,A2,101,119,22,31,308.0,28,person,226291,2022-07-04 09:03:50.899,A1,9.74,A2_to_A1,374,246,42,40,,43,person,226224,2022-07-04 09:03:41.159,A2,101,119,22,31,308.0,28,person,226291,2022-07-04 09:03:50.899,A1,9.74,A2_to_A1,9.74,A2_to_A1,09
74,27116,141,31,9,16,,28,person,226909,2022-07-04 09:05:20.833,A1,141,31,9,17,285.0,29,person,226913,2022-07-04 09:05:21.420,A1,0.5870000000000001,A1_to_A1,140,47,31,25,,40,car,226972,2022-07-04 09:05:29.988,A1,700,141,46,94,107.0,25,car,226995,2022-07-04 09:05:33.376,A2,3.3880000000000003,A1_to_A2,12.543000000000001,A1_to_A2,09
98,27209,65,409,61,31,,25,person,227781,2022-07-04 09:07:28.271,A3,83,352,66,46,17.0,38,person,227793,2022-07-04 09:07:30.046,A3,1.7750000000000001,A3_to_A3,137,194,44,60,,26,person,227829,2022-07-04 09:07:35.372,other,163,213,32,53,126.0,35,person,227838,2022-07-04 09:07:36.699,other,1.3270000000000002,other_to_other,8.428,A3_to_other,09
139,27427,142,30,9,18,,27,person,229742,2022-07-04 09:12:14.864,A1,142,30,9,18,,27,person,229745,2022-07-04 09:12:15.307,A1,0.443,A1_to_A1,141,46,47,36,,89,car,229749,2022-07-04 09:12:15.891,A1,704,119,90,200,101.0,37,truck,229767,2022-07-04 09:12:18.549,other,2.6580000000000004,A1_to_other,3.685,A1_to_other,09
187,27599,106,122,17,24,,39,person,231648,2022-07-04 09:16:56.596,A1,146,159,29,39,161.0,26,person,231678,2022-07-04 09:17:01.023,A1,4.4270000000000005,A1_to_A1,56,310,33,35,,25,person,231710,2022-07-04 09:17:05.732,A3,56,310,33,35,,25,person,231713,2022-07-04 09:17:06.173,A3,0.441,A3_to_A3,9.577,A1_to_A3,09
213,27657,608,45,24,63,,41,person,232548,2022-07-04 09:19:09.757,A4,608,45,24,63,,41,person,232551,2022-07-04 09:19:10.202,A4,0.445,A4_to_A4,593,44,13,31,,49,person,232552,2022-07-04 09:19:10.355,A4,540,25,30,59,289.0,32,person,232565,2022-07-04 09:19:12.263,other,1.9080000000000001,A4_to_other,2.5060000000000002,A4_to_other,09
217,27665,556,300,61,36,,52,person,232597,2022-07-04 09:19:16.960,A2,111,119,24,36,294.0,26,person,232663,2022-07-04 09:19:26.764,A1,9.804,A2_to_A1,105,117,24,30,,25,person,232666,2022-07-04 09:19:27.219,A1,105,117,24,30,,25,person,232669,2022-07-04 09:19:27.651,A1,0.43200000000000005,A1_to_A1,10.691,A2_to_A1,09
