,id,x_min_S,y_min_S,w_min_S,h_min_S,bearing_min_S,confidence_min_S,name_min_S,frameId_min_S,timestamp_min_S,first_Area_S,x_max_S,y_max_S,w_max_S,h_max_S,bearing_max_S,confidence_max_S,name_max_S,frameId_max_S,timestamp_max_S,last_Area_S,stayTime_S,Path_S,x_min_E,y_min_E,w_min_E,h_min_E,bearing_min_E,confidence_min_E,name_min_E,frameId_min_E,timestamp_min_E,first_Area_E,x_max_E,y_max_E,w_max_E,h_max_E,bearing_max_E,confidence_max_E,name_max_E,frameId_max_E,timestamp_max_E,last_Area_E,stayTime_E,Path_E,stayTime,Path,o'clock
28,494591,263,293,65,53,,72,person,5893625,2022-06-22 09:03:51.334,A3,397,286,100,64,68.0,69,person,5893646,2022-06-22 09:03:54.416,A2,3.0820000000000003,A3_to_A2,263,293,65,53,,72,person,5893625,2022-06-22 09:03:51.334,A3,397,286,100,64,68.0,69,person,5893646,2022-06-22 09:03:54.416,A2,3.0820000000000003,A3_to_A2,3.0820000000000003,A3_to_A2,09
42,494606,373,254,44,42,,62,person,5893830,2022-06-22 09:04:21.446,A2,306,311,53,47,246.0,51,person,5893846,2022-06-22 09:04:23.799,other,2.353,A2_to_other,373,254,44,42,,62,person,5893830,2022-06-22 09:04:21.446,A2,306,311,53,47,246.0,51,person,5893846,2022-06-22 09:04:23.799,other,2.353,A2_to_other,2.353,A2_to_other,09
90,494658,114,251,46,42,,34,person,5896399,2022-06-22 09:10:37.271,A3,112,125,34,44,315.0,39,person,5896461,2022-06-22 09:10:46.364,A1,9.093,A3_to_A1,83,132,26,33,,29,person,5896487,2022-06-22 09:10:50.197,A1,82,131,25,36,353.0,28,person,5896492,2022-06-22 09:10:50.932,A1,0.7350000000000001,A1_to_A1,13.661000000000001,A3_to_A1,09
91,494659,115,189,22,28,,46,person,5896403,2022-06-22 09:10:37.856,other,120,183,21,30,44.0,55,person,5896407,2022-06-22 09:10:38.450,other,0.5940000000000001,other_to_other,126,208,49,67,,47,person,5896409,2022-06-22 09:10:38.745,other,139,148,37,54,356.0,49,person,5896432,2022-06-22 09:10:42.119,A1,3.374,other_to_A1,4.263,other_to_A1,09
119,494703,87,435,78,35,,28,person,5897546,2022-06-22 09:13:25.202,A3,376,5,16,16,29.0,40,person,5897636,2022-06-22 09:13:38.396,other,13.194,A3_to_other,87,435,78,35,,28,person,5897546,2022-06-22 09:13:25.202,A3,376,5,16,16,29.0,40,person,5897636,2022-06-22 09:13:38.396,other,13.194,A3_to_other,13.194,A3_to_other,09
125,494709,163,222,33,32,,58,person,5897577,2022-06-22 09:13:29.763,other,357,7,13,22,48.0,37,person,5897639,2022-06-22 09:13:38.843,A1,9.08,other_to_A1,163,222,33,32,,58,person,5897577,2022-06-22 09:13:29.763,other,357,7,13,22,48.0,37,person,5897639,2022-06-22 09:13:38.843,A1,9.08,other_to_A1,9.08,other_to_A1,09
126,494710,92,115,25,27,,29,person,5897623,2022-06-22 09:13:36.493,A1,93,113,23,27,26.0,26,person,5897627,2022-06-22 09:13:37.079,A1,0.5860000000000001,A1_to_A1,119,210,50,50,,63,person,5897676,2022-06-22 09:13:44.229,other,51,269,41,40,242.0,29,person,5897695,2022-06-22 09:13:46.989,other,2.7600000000000002,other_to_other,10.496,A1_to_other,09
128,494717,113,271,50,51,,57,person,5897706,2022-06-22 09:13:48.582,A3,132,196,44,54,14.0,65,person,5897716,2022-06-22 09:13:50.067,other,1.485,A3_to_other,169,15,13,19,,37,person,5897814,2022-06-22 09:14:04.275,A1,167,15,14,20,245.0,30,person,5897818,2022-06-22 09:14:04.857,A1,0.5820000000000001,A1_to_A1,16.275000000000002,A3_to_A1,09
138,494732,432,231,53,68,,92,person,5897870,2022-06-22 09:14:12.391,A2,102,123,32,39,280.0,33,person,5897895,2022-06-22 09:14:16.033,A1,3.6420000000000003,A2_to_A1,432,231,53,68,,92,person,5897870,2022-06-22 09:14:12.391,A2,102,123,32,39,280.0,33,person,5897895,2022-06-22 09:14:16.033,A1,3.6420000000000003,A2_to_A1,3.6420000000000003,A2_to_A1,09
149,494744,634,76,12,37,,25,person,5898298,2022-06-22 09:15:14.647,A2,204,142,39,47,200.0,35,person,5898395,2022-06-22 09:15:28.837,A1,14.190000000000001,A2_to_A1,634,76,12,37,,25,person,5898298,2022-06-22 09:15:14.647,A2,204,142,39,47,200.0,35,person,5898395,2022-06-22 09:15:28.837,A1,14.190000000000001,A2_to_A1,14.190000000000001,A2_to_A1,09
165,494767,110,311,60,49,,51,person,5899057,2022-06-22 09:17:05.602,A3,345,10,18,25,65.0,47,person,5899128,2022-06-22 09:17:16.022,A1,10.42,A3_to_A1,110,311,60,49,,51,person,5899057,2022-06-22 09:17:05.602,A3,345,10,18,25,65.0,47,person,5899128,2022-06-22 09:17:16.022,A1,10.42,A3_to_A1,10.42,A3_to_A1,09
