,id,x_min_S,y_min_S,w_min_S,h_min_S,bearing_min_S,confidence_min_S,name_min_S,frameId_min_S,timestamp_min_S,first_Area_S,x_max_S,y_max_S,w_max_S,h_max_S,bearing_max_S,confidence_max_S,name_max_S,frameId_max_S,timestamp_max_S,last_Area_S,stayTime_S,Path_S,x_min_E,y_min_E,w_min_E,h_min_E,bearing_min_E,confidence_min_E,name_min_E,frameId_min_E,timestamp_min_E,first_Area_E,x_max_E,y_max_E,w_max_E,h_max_E,bearing_max_E,confidence_max_E,name_max_E,frameId_max_E,timestamp_max_E,last_Area_E,stayTime_E,Path_E,stayTime,Path,o'clock
0,166701,550,16,14,32,278.0,43,person,2345533,2022-06-16 09:00:09.848,A4,546,15,14,32,278.0,43,person,2345536,2022-06-16 09:00:10.291,other,0.443,A4_to_other,550,16,14,32,278.0,43,person,2345533,2022-06-16 09:00:09.848,A4,546,15,14,32,278.0,43,person,2345536,2022-06-16 09:00:10.291,other,0.443,A4_to_other,0.443,A4_to_other,09
1,166702,499,11,15,24,,74,person,2345546,2022-06-16 09:00:11.753,A2,101,377,64,65,204.0,69,person,2345633,2022-06-16 09:00:24.530,A3,12.777000000000001,A2_to_A3,84,391,65,38,,29,person,2345637,2022-06-16 09:00:25.119,A3,84,391,65,38,,29,person,2345640,2022-06-16 09:00:25.559,A3,0.44,A3_to_A3,13.806000000000001,A2_to_A3,09
5,166709,464,7,23,15,,43,person,2345696,2022-06-16 09:00:33.799,A2,445,5,18,13,274.0,28,person,2345702,2022-06-16 09:00:34.677,A2,0.878,A2_to_A2,403,10,17,23,,75,person,2345714,2022-06-16 09:00:36.430,A2,104,236,47,40,229.0,44,person,2345805,2022-06-16 09:00:49.687,A3,13.257000000000001,A2_to_A3,15.888000000000002,A2_to_A3,09
15,166721,570,7,12,15,,28,person,2345825,2022-06-16 09:00:52.592,A4,568,7,12,15,249.0,29,person,2345829,2022-06-16 09:00:53.169,A4,0.5770000000000001,A4_to_A4,132,324,63,45,,30,person,2345995,2022-06-16 09:01:17.315,A3,124,346,69,37,199.0,38,person,2345999,2022-06-16 09:01:17.896,A3,0.5810000000000001,A3_to_A3,25.304000000000002,A4_to_A3,09
22,166738,502,15,20,33,,46,person,2346055,2022-06-16 09:01:26.026,A2,97,325,57,40,214.0,46,person,2346126,2022-06-16 09:01:36.368,A3,10.342,A2_to_A3,502,15,20,33,,46,person,2346055,2022-06-16 09:01:26.026,A2,97,325,57,40,214.0,46,person,2346126,2022-06-16 09:01:36.368,A3,10.342,A2_to_A3,10.342,A2_to_A3,09
35,166752,91,430,41,28,,36,person,2346302,2022-06-16 09:02:01.911,A3,137,70,18,17,274.0,25,person,2346455,2022-06-16 09:02:24.181,A1,22.270000000000003,A3_to_A1,91,430,41,28,,36,person,2346302,2022-06-16 09:02:01.911,A3,137,70,18,17,274.0,25,person,2346455,2022-06-16 09:02:24.181,A1,22.270000000000003,A3_to_A1,22.270000000000003,A3_to_A1,09
36,166753,213,465,34,29,,37,person,2346302,2022-06-16 09:02:01.911,A3,147,34,11,24,248.0,43,person,2346509,2022-06-16 09:02:32.037,A1,30.126,A3_to_A1,213,465,34,29,,37,person,2346302,2022-06-16 09:02:01.911,A3,147,34,11,24,248.0,43,person,2346509,2022-06-16 09:02:32.037,A1,30.126,A3_to_A1,30.126,A3_to_A1,09
37,166754,183,418,66,36,,44,person,2346304,2022-06-16 09:02:02.199,A3,363,46,24,49,314.0,78,person,2346386,2022-06-16 09:02:14.131,A2,11.932,A3_to_A2,352,19,21,40,,67,person,2346398,2022-06-16 09:02:15.888,A1,328,13,24,33,283.0,55,person,2346406,2022-06-16 09:02:17.053,A1,1.165,A1_to_A1,14.854000000000001,A3_to_A1,09
38,166755,101,339,63,35,,60,person,2346305,2022-06-16 09:02:02.347,A3,229,85,21,47,290.0,62,person,2346386,2022-06-16 09:02:14.131,A1,11.784,A3_to_A1,101,339,63,35,,60,person,2346305,2022-06-16 09:02:02.347,A3,229,85,21,47,290.0,62,person,2346386,2022-06-16 09:02:14.131,A1,11.784,A3_to_A1,11.784,A3_to_A1,09
40,166757,162,467,64,24,,37,person,2346307,2022-06-16 09:02:02.641,A3,142,40,12,20,289.0,30,person,2346503,2022-06-16 09:02:31.172,A1,28.531000000000002,A3_to_A1,146,32,10,16,,28,person,2346512,2022-06-16 09:02:32.481,A1,142,34,10,18,245.0,34,person,2346517,2022-06-16 09:02:33.215,A1,0.7340000000000001,A1_to_A1,30.574,A3_to_A1,09
41,166758,118,293,60,44,,39,person,2346311,2022-06-16 09:02:03.220,A3,176,220,71,75,49.0,34,person,2346326,2022-06-16 09:02:05.403,A1,2.1830000000000003,A3_to_A1,118,293,60,44,,39,person,2346311,2022-06-16 09:02:03.220,A3,176,220,71,75,49.0,34,person,2346326,2022-06-16 09:02:05.403,A1,2.1830000000000003,A3_to_A1,2.1830000000000003,A3_to_A1,09
42,166759,57,266,39,57,,40,person,2346323,2022-06-16 09:02:04.964,A3,52,267,43,53,257.0,29,person,2346327,2022-06-16 09:02:05.549,other,0.5850000000000001,A3_to_other,57,266,39,57,,40,person,2346323,2022-06-16 09:02:04.964,A3,52,267,43,53,257.0,29,person,2346327,2022-06-16 09:02:05.549,other,0.5850000000000001,A3_to_other,0.5850000000000001,A3_to_other,09
44,166761,596,26,14,30,,25,person,2346341,2022-06-16 09:02:07.592,A4,252,23,12,22,255.0,34,person,2346480,2022-06-16 09:02:27.823,A1,20.231,A4_to_A1,596,26,14,30,,25,person,2346341,2022-06-16 09:02:07.592,A4,252,23,12,22,255.0,34,person,2346480,2022-06-16 09:02:27.823,A1,20.231,A4_to_A1,20.231,A4_to_A1,09
45,166762,622,15,14,31,,35,person,2346365,2022-06-16 09:02:11.078,A4,620,16,15,33,231.0,29,person,2346371,2022-06-16 09:02:11.949,A4,0.8710000000000001,A4_to_A4,497,16,17,35,,34,person,2346423,2022-06-16 09:02:19.527,A2,636,355,21,64,151.0,49,person,2346610,2022-06-16 09:02:46.752,A2,27.225,A2_to_A2,35.674,A4_to_A2,09
53,166778,618,33,13,29,,28,person,2346432,2022-06-16 09:02:20.833,A4,543,19,15,33,282.0,26,person,2346461,2022-06-16 09:02:25.058,other,4.2250000000000005,A4_to_other,618,33,13,29,,28,person,2346432,2022-06-16 09:02:20.833,A4,543,19,15,33,282.0,26,person,2346461,2022-06-16 09:02:25.058,other,4.2250000000000005,A4_to_other,4.2250000000000005,A4_to_other,09
54,166779,635,13,9,23,,29,person,2346435,2022-06-16 09:02:21.270,A4,635,31,10,39,181.0,25,person,2346440,2022-06-16 09:02:21.993,A4,0.7230000000000001,A4_to_A4,535,12,12,25,,52,person,2346481,2022-06-16 09:02:27.967,other,535,12,12,25,,52,person,2346484,2022-06-16 09:02:28.409,other,0.442,other_to_other,7.139,A4_to_other,09
67,166802,348,15,18,31,,84,person,2346505,2022-06-16 09:02:31.458,A1,330,17,21,36,274.0,72,person,2346527,2022-06-16 09:02:34.661,A1,3.2030000000000003,A1_to_A1,348,11,13,28,,38,person,2346532,2022-06-16 09:02:35.385,A1,641,223,11,40,130.0,31,person,2346620,2022-06-16 09:02:48.206,A2,12.821000000000002,A1_to_A2,16.748,A1_to_A2,09
69,166806,633,61,13,51,,44,person,2346520,2022-06-16 09:02:33.648,A4,535,19,11,42,301.0,60,person,2346552,2022-06-16 09:02:38.285,other,4.6370000000000005,A4_to_other,633,61,13,51,,44,person,2346520,2022-06-16 09:02:33.648,A4,535,19,11,42,301.0,60,person,2346552,2022-06-16 09:02:38.285,other,4.6370000000000005,A4_to_other,4.6370000000000005,A4_to_other,09
71,166809,635,58,9,38,,33,person,2346532,2022-06-16 09:02:35.385,A4,544,15,12,36,350.0,41,person,2346601,2022-06-16 09:02:45.451,other,10.066,A4_to_other,635,58,9,38,,33,person,2346532,2022-06-16 09:02:35.385,A4,544,15,12,36,350.0,41,person,2346601,2022-06-16 09:02:45.451,other,10.066,A4_to_other,10.066,A4_to_other,09
72,166810,616,58,16,35,,57,person,2346537,2022-06-16 09:02:36.110,A4,536,17,11,38,302.0,37,person,2346568,2022-06-16 09:02:40.612,other,4.502000000000001,A4_to_other,426,12,17,27,,26,person,2346594,2022-06-16 09:02:44.404,A2,596,358,65,58,145.0,89,person,2346674,2022-06-16 09:02:56.072,A2,11.668000000000001,A2_to_A2,19.962,A4_to_A2,09
73,166812,618,52,14,35,,69,person,2346546,2022-06-16 09:02:37.416,A4,575,29,11,31,298.0,33,person,2346562,2022-06-16 09:02:39.739,A4,2.323,A4_to_A4,568,25,11,31,,44,person,2346563,2022-06-16 09:02:39.884,A4,538,17,11,41,300.0,36,person,2346582,2022-06-16 09:02:42.655,other,2.7710000000000004,A4_to_other,5.239000000000001,A4_to_other,09
74,166813,622,44,11,24,,32,person,2346551,2022-06-16 09:02:38.140,A4,615,39,11,21,304.0,34,person,2346556,2022-06-16 09:02:38.864,A4,0.7240000000000001,A4_to_A4,634,62,11,39,,28,person,2346568,2022-06-16 09:02:40.612,A4,625,322,43,45,151.0,62,person,2346681,2022-06-16 09:02:57.099,A2,16.487000000000002,A4_to_A2,18.959,A4_to_A2,09
75,166814,613,68,18,43,,70,person,2346552,2022-06-16 09:02:38.285,A2,577,42,19,51,268.0,28,person,2346576,2022-06-16 09:02:41.779,other,3.494,A2_to_other,613,68,18,43,,70,person,2346552,2022-06-16 09:02:38.285,A2,577,42,19,51,268.0,28,person,2346576,2022-06-16 09:02:41.779,other,3.494,A2_to_other,3.494,A2_to_other,09
76,166815,288,76,21,43,,73,person,2346554,2022-06-16 09:02:38.574,A1,628,298,46,53,128.0,83,person,2346605,2022-06-16 09:02:46.024,A2,7.45,A1_to_A2,288,76,21,43,,73,person,2346554,2022-06-16 09:02:38.574,A1,628,298,46,53,128.0,83,person,2346605,2022-06-16 09:02:46.024,A2,7.45,A1_to_A2,7.45,A1_to_A2,09
78,166819,583,47,14,40,,41,person,2346564,2022-06-16 09:02:40.029,other,585,39,19,43,11.0,43,person,2346570,2022-06-16 09:02:40.902,A4,0.8730000000000001,other_to_A4,583,47,14,40,,41,person,2346564,2022-06-16 09:02:40.029,other,585,39,19,43,11.0,43,person,2346570,2022-06-16 09:02:40.902,A4,0.8730000000000001,other_to_A4,0.8730000000000001,other_to_A4,09
79,166821,568,33,17,39,,31,person,2346570,2022-06-16 09:02:40.902,A4,568,33,17,39,,31,person,2346573,2022-06-16 09:02:41.341,A4,0.439,A4_to_A4,563,47,14,44,,49,person,2346601,2022-06-16 09:02:45.451,A2,553,52,17,47,238.0,57,person,2346607,2022-06-16 09:02:46.316,A2,0.8650000000000001,A2_to_A2,5.414000000000001,A4_to_A2,09
85,166831,237,465,79,32,,27,person,2346599,2022-06-16 09:02:45.152,A3,628,193,32,75,52.0,76,person,2346652,2022-06-16 09:02:52.847,A2,7.695,A3_to_A2,237,465,79,32,,27,person,2346599,2022-06-16 09:02:45.152,A3,628,193,32,75,52.0,76,person,2346652,2022-06-16 09:02:52.847,A2,7.695,A3_to_A2,7.695,A3_to_A2,09
99,166854,568,10,10,21,,27,person,2346758,2022-06-16 09:03:08.384,A4,568,10,10,21,,27,person,2346761,2022-06-16 09:03:08.823,A4,0.439,A4_to_A4,547,16,13,32,,40,person,2346783,2022-06-16 09:03:12.030,other,541,14,10,32,286.0,32,person,2346788,2022-06-16 09:03:12.764,other,0.7340000000000001,other_to_other,4.38,A4_to_other,09
101,166858,510,13,11,28,,27,person,2346799,2022-06-16 09:03:14.370,A2,96,359,59,38,205.0,42,person,2346938,2022-06-16 09:03:34.766,A3,20.396,A2_to_A3,88,372,61,38,,32,person,2346941,2022-06-16 09:03:35.206,A3,88,372,61,38,,32,person,2346944,2022-06-16 09:03:35.651,A3,0.445,A3_to_A3,21.281000000000002,A2_to_A3,09
118,166878,353,3,12,8,,39,person,2347232,2022-06-16 09:04:17.958,A1,365,2,14,7,87.0,42,person,2347237,2022-06-16 09:04:18.696,A1,0.7380000000000001,A1_to_A1,567,8,13,18,,26,person,2347295,2022-06-16 09:04:27.230,A4,567,8,13,18,,26,person,2347298,2022-06-16 09:04:27.675,A4,0.445,A4_to_A4,9.717,A1_to_A4,09
123,166888,632,47,13,34,,41,person,2347361,2022-06-16 09:04:36.912,A4,522,4,13,21,299.0,47,person,2347394,2022-06-16 09:04:41.748,A2,4.836,A4_to_A2,111,465,115,30,,29,person,2347488,2022-06-16 09:04:55.568,A3,43,465,57,29,270.0,28,person,2347492,2022-06-16 09:04:56.157,A3,0.5890000000000001,A3_to_A3,19.245,A4_to_A3,09
124,166889,634,49,12,40,,28,person,2347373,2022-06-16 09:04:38.663,A4,152,442,63,42,199.0,63,person,2347484,2022-06-16 09:04:54.981,A3,16.318,A4_to_A3,634,49,12,40,,28,person,2347373,2022-06-16 09:04:38.663,A4,152,442,63,42,199.0,63,person,2347484,2022-06-16 09:04:54.981,A3,16.318,A4_to_A3,16.318,A4_to_A3,09
125,166890,636,59,9,37,,33,person,2347380,2022-06-16 09:04:39.691,A4,48,427,50,40,291.0,29,person,2347513,2022-06-16 09:04:59.243,A3,19.552,A4_to_A3,87,457,38,46,,27,person,2347528,2022-06-16 09:05:01.451,A3,87,457,38,46,,27,person,2347531,2022-06-16 09:05:01.894,A3,0.443,A3_to_A3,22.203000000000003,A4_to_A3,09
126,166891,621,52,14,40,,82,person,2347389,2022-06-16 09:04:41.013,A4,540,16,13,36,295.0,38,person,2347410,2022-06-16 09:04:44.089,other,3.076,A4_to_other,510,13,10,27,,30,person,2347429,2022-06-16 09:04:46.876,A2,348,134,31,75,215.0,59,person,2347472,2022-06-16 09:04:53.219,A2,6.343,A2_to_A2,12.206000000000001,A4_to_A2,09
