,id,x_min_S,y_min_S,w_min_S,h_min_S,bearing_min_S,confidence_min_S,name_min_S,frameId_min_S,timestamp_min_S,first_Area_S,x_max_S,y_max_S,w_max_S,h_max_S,bearing_max_S,confidence_max_S,name_max_S,frameId_max_S,timestamp_max_S,last_Area_S,stayTime_S,Path_S,x_min_E,y_min_E,w_min_E,h_min_E,bearing_min_E,confidence_min_E,name_min_E,frameId_min_E,timestamp_min_E,first_Area_E,x_max_E,y_max_E,w_max_E,h_max_E,bearing_max_E,confidence_max_E,name_max_E,frameId_max_E,timestamp_max_E,last_Area_E,stayTime_E,Path_E,stayTime,Path,o'clock
9,22,433,278,44,55,,75,person,1401,2022-07-13 07:28:02.087,A2,159,159,45,41,302.0,58,person,1437,2022-07-13 07:28:07.471,A1,5.384,A2_to_A1,102,136,30,32,,40,person,1460,2022-07-13 07:28:10.896,A1,89,132,22,29,256.0,30,person,1473,2022-07-13 07:28:12.855,A1,1.959,A1_to_A1,10.768,A2_to_A1,07
36,69,549,16,14,32,,42,person,2497,2022-07-13 07:30:44.509,A4,571,25,14,27,98.0,28,person,2507,2022-07-13 07:30:45.965,A4,1.4560000000000002,A4_to_A4,624,68,22,36,,69,person,2517,2022-07-13 07:30:47.421,A2,636,83,15,42,141.0,78,person,2523,2022-07-13 07:30:48.294,A2,0.8730000000000001,A2_to_A2,3.785,A4_to_A2,07
40,82,127,231,52,51,,41,person,2526,2022-07-13 07:30:48.729,A3,130,204,48,48,6.0,28,person,2530,2022-07-13 07:30:49.313,other,0.5840000000000001,A3_to_other,142,133,40,36,,62,person,2548,2022-07-13 07:30:51.928,A1,141,93,16,22,61.0,33,person,2614,2022-07-13 07:31:01.533,A1,9.605,A1_to_A1,12.804,A3_to_A1,07
48,98,340,16,25,34,,80,person,2649,2022-07-13 07:31:06.624,A1,635,105,25,51,128.0,38,person,2675,2022-07-13 07:31:10.396,A2,3.7720000000000002,A1_to_A2,340,16,25,34,,80,person,2649,2022-07-13 07:31:06.624,A1,635,105,25,51,128.0,38,person,2675,2022-07-13 07:31:10.396,A2,3.7720000000000002,A1_to_A2,3.7720000000000002,A1_to_A2,07
57,116,588,126,31,73,,25,person,3226,2022-07-13 07:32:32.038,A2,585,34,16,45,352.0,54,person,3240,2022-07-13 07:32:34.134,A4,2.096,A2_to_A4,588,126,31,73,,25,person,3226,2022-07-13 07:32:32.038,A2,585,34,16,45,352.0,54,person,3240,2022-07-13 07:32:34.134,A4,2.096,A2_to_A4,2.096,A2_to_A4,07
69,159,624,214,31,59,,67,person,4419,2022-07-13 07:35:27.541,A2,197,146,32,28,260.0,25,person,4438,2022-07-13 07:35:30.295,A1,2.754,A2_to_A1,624,214,31,59,,67,person,4419,2022-07-13 07:35:27.541,A2,197,146,32,28,260.0,25,person,4438,2022-07-13 07:35:30.295,A1,2.754,A2_to_A1,2.754,A2_to_A1,07
78,173,109,293,53,45,,46,person,4889,2022-07-13 07:36:36.742,A3,193,119,17,32,3.0,28,person,4909,2022-07-13 07:36:39.703,A1,2.9610000000000003,A3_to_A1,109,293,53,45,,46,person,4889,2022-07-13 07:36:36.742,A3,193,119,17,32,3.0,28,person,4909,2022-07-13 07:36:39.703,A1,2.9610000000000003,A3_to_A1,2.9610000000000003,A3_to_A1,07
99,212,582,39,18,34,,27,person,5467,2022-07-13 07:38:01.232,A4,592,43,15,33,108.0,44,person,5470,2022-07-13 07:38:01.666,A4,0.43400000000000005,A4_to_A4,600,48,20,34,,62,person,5472,2022-07-13 07:38:01.955,A4,634,82,14,55,127.0,62,person,5484,2022-07-13 07:38:03.706,A2,1.7510000000000001,A4_to_A2,2.474,A4_to_A2,07
101,216,551,21,15,30,,40,person,5473,2022-07-13 07:38:02.099,A4,551,21,15,30,,40,person,5475,2022-07-13 07:38:02.391,A4,0.29200000000000004,A4_to_A4,546,19,16,33,,27,person,5476,2022-07-13 07:38:02.542,other,636,96,11,43,170.0,38,person,5501,2022-07-13 07:38:06.172,A2,3.6300000000000003,other_to_A2,4.073,A4_to_A2,07
105,223,546,20,13,39,,56,person,5484,2022-07-13 07:38:03.706,other,569,24,12,29,101.0,41,person,5490,2022-07-13 07:38:04.584,A4,0.878,other_to_A4,546,20,13,39,,56,person,5484,2022-07-13 07:38:03.706,other,569,24,12,29,101.0,41,person,5490,2022-07-13 07:38:04.584,A4,0.878,other_to_A4,0.878,other_to_A4,07
106,224,584,34,14,31,,52,person,5484,2022-07-13 07:38:03.718,A4,589,41,16,34,143.0,50,person,5487,2022-07-13 07:38:04.141,A4,0.42300000000000004,A4_to_A4,575,30,19,31,,38,person,5491,2022-07-13 07:38:04.721,A4,636,86,16,62,155.0,26,person,5508,2022-07-13 07:38:07.187,A2,2.466,A4_to_A2,3.4690000000000003,A4_to_A2,07
111,236,89,130,24,32,,32,person,5662,2022-07-13 07:38:29.543,A1,109,145,35,38,152.0,25,person,5678,2022-07-13 07:38:31.879,A1,2.3360000000000003,A1_to_A1,92,195,51,73,,37,person,5686,2022-07-13 07:38:33.045,other,91,195,51,72,294.0,31,person,5689,2022-07-13 07:38:33.482,other,0.437,other_to_other,3.939,A1_to_other,07
125,254,111,304,56,66,,34,person,6165,2022-07-13 07:39:42.572,A3,113,182,49,69,300.0,27,person,6186,2022-07-13 07:39:45.619,other,3.047,A3_to_other,111,304,56,66,,34,person,6165,2022-07-13 07:39:42.572,A3,113,182,49,69,300.0,27,person,6186,2022-07-13 07:39:45.619,other,3.047,A3_to_other,3.047,A3_to_other,07
128,258,154,161,49,45,,49,person,6195,2022-07-13 07:39:46.931,A1,101,140,34,33,267.0,36,person,6226,2022-07-13 07:39:51.424,A1,4.493,A1_to_A1,112,126,23,28,,28,person,6238,2022-07-13 07:39:53.178,A1,662,344,33,55,117.0,34,person,6260,2022-07-13 07:39:56.368,A2,3.1900000000000004,A1_to_A2,9.437000000000001,A1_to_A2,07
130,261,125,142,32,48,,52,person,6240,2022-07-13 07:39:53.467,A1,530,270,57,79,115.0,55,person,6255,2022-07-13 07:39:55.651,A2,2.184,A1_to_A2,125,142,32,48,,52,person,6240,2022-07-13 07:39:53.467,A1,530,270,57,79,115.0,55,person,6255,2022-07-13 07:39:55.651,A2,2.184,A1_to_A2,2.184,A1_to_A2,07
138,270,164,79,33,36,,81,person,6304,2022-07-13 07:40:02.750,A1,622,204,47,52,113.0,32,person,6327,2022-07-13 07:40:06.082,A2,3.3320000000000003,A1_to_A2,164,79,33,36,,81,person,6304,2022-07-13 07:40:02.750,A1,622,204,47,52,113.0,32,person,6327,2022-07-13 07:40:06.082,A2,3.3320000000000003,A1_to_A2,3.3320000000000003,A1_to_A2,07
